Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year,RaceRound,RaceName
0 days 01:56:45.169000,RUS,63,0 days 00:01:16.832000,79.0,5.0,0 days 01:55:50.984000,,0 days 00:00:40.159000,0 days 00:00:19.906000,0 days 00:00:16.767000,0 days 01:56:08.496000,0 days 01:56:28.402000,0 days 01:56:45.169000,285.0,270.0,293.0,229.0,False,SOFT,4.0,False,Mercedes,0 days 01:55:28.337000,2020-12-06 18:35:28.370,1,14.0,False,,False,False,2020,16,Sakhir Grand Prix
0 days 01:00:11.011000,RAI,7,0 days 00:01:24.937000,24.0,2.0,0 days 00:59:12.897000,,0 days 00:00:45.192000,0 days 00:00:22.514000,0 days 00:00:17.231000,0 days 00:59:31.283000,0 days 00:59:53.797000,0 days 01:00:11.028000,274.0,259.0,288.0,222.0,False,HARD,1.0,True,Alfa Romeo Racing,0 days 00:58:46.074000,2020-12-06 17:38:46.107,1,18.0,False,,False,False,2020,16,Sakhir Grand Prix
0 days 01:31:10.611000,RAI,7,0 days 00:01:19.422000,55.0,3.0,0 days 01:30:13.934000,,0 days 00:00:41.755000,0 days 00:00:20.679000,0 days 00:00:16.988000,0 days 01:30:32.961000,0 days 01:30:53.640000,0 days 01:31:10.628000,282.0,261.0,284.0,219.0,False,MEDIUM,1.0,True,Alfa Romeo Racing,0 days 01:29:51.189000,2020-12-06 18:09:51.222,1,16.0,False,,False,False,2020,16,Sakhir Grand Prix
0 days 01:40:19.727000,RAI,7,0 days 00:01:35.445000,63.0,4.0,0 days 01:39:07.296000,,0 days 00:00:43.721000,0 days 00:00:24.733000,0 days 00:00:26.991000,0 days 01:39:28.020000,0 days 01:39:52.753000,0 days 01:40:19.744000,227.0,242.0,196.0,210.0,False,SOFT,1.0,True,Alfa Romeo Racing,0 days 01:38:44.282000,2020-12-06 18:18:44.315,4,15.0,False,,False,False,2020,16,Sakhir Grand Prix
0 days 01:24:39.033000,BOT,77,0 days 00:01:18.211000,50.0,2.0,0 days 01:23:43.757000,,0 days 00:00:40.841000,0 days 00:00:20.484000,0 days 00:00:16.886000,0 days 01:24:01.678000,0 days 01:24:22.162000,0 days 01:24:39.048000,279.0,264.0,289.0,227.0,False,HARD,1.0,True,Mercedes,0 days 01:23:20.822000,2020-12-06 18:03:20.855,1,2.0,False,,False,False,2020,16,Sakhir Grand Prix
0 days 01:38:40.678000,BOT,77,0 days 00:02:01.524000,63.0,3.0,0 days 01:37:30.391000,,0 days 00:01:12.214000,0 days 00:00:24.892000,0 days 00:00:24.418000,0 days 01:37:51.383000,0 days 01:38:16.275000,0 days 01:38:40.693000,170.0,253.0,249.0,230.0,False,HARD,14.0,False,Mercedes,0 days 01:36:39.154000,2020-12-06 18:16:39.187,4,5.0,False,,False,False,2020,16,Sakhir Grand Prix
0 days 01:07:59.386000,AIT,89,0 days 00:01:20.577000,32.0,2.0,0 days 01:07:01.978000,,0 days 00:00:42.047000,0 days 00:00:21.359000,0 days 00:00:17.171000,0 days 01:07:20.870000,0 days 01:07:42.229000,0 days 01:07:59.400000,277.0,261.0,281.0,225.0,False,HARD,1.0,True,Williams,0 days 01:06:38.809000,2020-12-06 17:46:38.842,1,16.0,False,,False,False,2020,16,Sakhir Grand Prix
0 days 01:31:06.415000,AIT,89,0 days 00:01:20.818000,55.0,3.0,0 days 01:30:09.684000,,0 days 00:00:42.769000,0 days 00:00:21.070000,0 days 00:00:16.979000,0 days 01:30:28.380000,0 days 01:30:49.450000,0 days 01:31:06.429000,282.0,264.0,285.0,225.0,False,MEDIUM,1.0,True,Williams,0 days 01:29:45.597000,2020-12-06 18:09:45.630,7,15.0,False,,False,False,2020,16,Sakhir Grand Prix
0 days 01:36:56.592000,AIT,89,0 days 00:01:48.753000,60.0,4.0,0 days 01:35:46.244000,,0 days 00:01:00.419000,0 days 00:00:27.498000,0 days 00:00:20.836000,0 days 01:36:08.272000,0 days 01:36:35.770000,0 days 01:36:56.606000,168.0,253.0,188.0,224.0,False,SOFT,1.0,True,Williams,0 days 01:35:07.839000,2020-12-06 18:15:07.872,264,17.0,False,,False,False,2020,16,Sakhir Grand Prix
0 days 01:02:56.235000,GIO,99,0 days 00:01:19.408000,27.0,2.0,0 days 01:01:59.990000,,0 days 00:00:41.317000,0 days 00:00:20.900000,0 days 00:00:17.191000,0 days 01:02:18.143000,0 days 01:02:39.043000,0 days 01:02:56.234000,278.0,258.0,283.0,225.0,False,HARD,1.0,True,Alfa Romeo Racing,0 days 01:01:36.827000,2020-12-06 17:41:36.860,1,16.0,False,,False,False,2020,16,Sakhir Grand Prix
0 days 01:30:51.801000,GIO,99,0 days 00:01:18.959000,55.0,3.0,0 days 01:29:55.754000,,0 days 00:00:41.382000,0 days 00:00:20.555000,0 days 00:00:17.022000,0 days 01:30:14.223000,0 days 01:30:34.778000,0 days 01:30:51.800000,271.0,261.0,283.0,219.0,False,MEDIUM,1.0,True,Alfa Romeo Racing,0 days 01:29:32.842000,2020-12-06 18:09:32.875,67,13.0,False,,False,False,2020,16,Sakhir Grand Prix
0 days 00:54:12.827000,GAS,10,,11.0,2.0,0 days 00:51:55.484000,,0 days 00:00:44.069000,0 days 00:00:55.875000,0 days 00:00:58.400000,0 days 00:52:18.550000,0 days 00:53:14.464000,0 days 00:54:12.957000,156.0,234.0,146.0,239.0,False,HARD,1.0,True,AlphaTauri,0 days 00:51:34.486000,2020-12-13 13:31:34.683,64,11.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 01:16:52.767000,LEC,16,0 days 00:02:03.178000,23.0,2.0,0 days 01:15:10.753000,,0 days 00:00:39.162000,0 days 00:00:43.759000,0 days 00:00:40.257000,0 days 01:15:28.757000,0 days 01:16:12.516000,0 days 01:16:52.773000,277.0,291.0,218.0,292.0,False,HARD,1.0,True,Ferrari,0 days 01:14:49.589000,2020-12-13 13:54:49.786,1,19.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 00:54:10.816000,STR,18,,11.0,2.0,0 days 00:51:52.855000,,0 days 00:00:43.417000,0 days 00:00:57.222000,0 days 00:00:58.647000,0 days 00:52:15.021000,0 days 00:53:12.229000,0 days 00:54:10.982000,189.0,151.0,168.0,162.0,False,HARD,1.0,True,Racing Point,0 days 00:51:31.548000,2020-12-13 13:31:31.745,64,10.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 01:32:57.570000,MAG,20,0 days 00:02:03.659000,32.0,2.0,0 days 01:31:15.637000,,0 days 00:00:39.070000,0 days 00:00:43.771000,0 days 00:00:40.818000,0 days 01:31:32.959000,0 days 01:32:16.730000,0 days 01:32:57.548000,283.0,291.0,215.0,297.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 01:30:53.911000,2020-12-13 14:10:54.108,1,19.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 02:01:15.454000,MAG,20,0 days 00:02:03.079000,48.0,3.0,0 days 01:59:34.543000,,0 days 00:00:39.112000,0 days 00:00:43.701000,0 days 00:00:40.266000,0 days 01:59:51.465000,0 days 02:00:35.166000,0 days 02:01:15.432000,283.0,294.0,220.0,296.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 01:59:12.375000,2020-12-13 14:39:12.572,1,19.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 00:53:56.435000,ALB,23,,11.0,2.0,0 days 00:51:37.613000,,0 days 00:00:42.959000,0 days 00:00:57.482000,0 days 00:00:58.828000,0 days 00:52:00.127000,0 days 00:52:57.619000,0 days 00:53:56.573000,145.0,217.0,142.0,236.0,False,HARD,1.0,True,Red Bull Racing,0 days 00:51:17.137000,2020-12-13 13:31:17.334,64,4.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 00:54:20.058000,KVY,26,,11.0,2.0,0 days 00:52:03.124000,,0 days 00:00:47.344000,0 days 00:00:58.174000,0 days 00:00:56.110000,0 days 00:52:25.807000,0 days 00:53:23.988000,0 days 00:54:20.213000,177.0,225.0,178.0,264.0,False,HARD,1.0,True,AlphaTauri,0 days 00:51:38.426000,2020-12-13 13:31:38.623,64,14.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 01:45:41.995000,RIC,3,0 days 00:02:03.636000,40.0,2.0,0 days 01:43:59.500000,,0 days 00:00:38.509000,0 days 00:00:43.962000,0 days 00:00:41.165000,0 days 01:44:16.868000,0 days 01:45:00.830000,0 days 01:45:41.995000,280.0,291.0,218.0,294.0,False,MEDIUM,1.0,True,Renault,0 days 01:43:38.359000,2020-12-13 14:23:38.556,1,7.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 00:54:16.964000,OCO,31,,11.0,2.0,0 days 00:52:02.277000,,0 days 00:00:41.603000,0 days 00:00:57.499000,0 days 00:00:56.202000,0 days 00:52:23.314000,0 days 00:53:20.806000,0 days 00:54:17.125000,202.0,128.0,150.0,233.0,False,HARD,1.0,True,Renault,0 days 00:51:41.663000,2020-12-13 13:31:41.860,64,13.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 00:53:35.496000,VER,33,,11.0,2.0,0 days 00:51:18.898000,,0 days 00:00:41.409000,0 days 00:00:58.434000,0 days 00:00:57.008000,0 days 00:51:40.054000,0 days 00:52:38.494000,0 days 00:53:35.648000,158.0,139.0,188.0,256.0,False,HARD,1.0,True,Red Bull Racing,0 days 00:50:58.634000,2020-12-13 13:30:58.831,64,1.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 00:54:02.109000,NOR,4,,11.0,2.0,0 days 00:51:44.533000,,0 days 00:00:44.329000,0 days 00:00:57.593000,0 days 00:00:56.501000,0 days 00:52:08.190000,0 days 00:53:05.678000,0 days 00:54:02.240000,119.0,245.0,111.0,271.0,False,HARD,1.0,True,McLaren,0 days 00:51:23.700000,2020-12-13 13:31:23.897,64,6.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 00:53:50.607000,HAM,44,,11.0,2.0,0 days 00:51:31.680000,,0 days 00:00:42.426000,0 days 00:00:58.554000,0 days 00:00:59.345000,0 days 00:51:52.744000,0 days 00:52:51.296000,0 days 00:53:50.766000,159.0,161.0,106.0,233.0,False,HARD,1.0,True,Mercedes,0 days 00:51:10.284000,2020-12-13 13:31:10.481,64,3.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 01:39:19.639000,VET,5,0 days 00:02:02.555000,36.0,2.0,0 days 01:37:38.105000,,0 days 00:00:38.500000,0 days 00:00:43.646000,0 days 00:00:40.409000,0 days 01:37:55.579000,0 days 01:38:39.225000,0 days 01:39:19.634000,272.0,290.0,218.0,291.0,False,MEDIUM,1.0,True,Ferrari,0 days 01:37:17.084000,2020-12-13 14:17:17.281,1,15.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 00:54:51.282000,FIT,51,,11.0,2.0,0 days 00:52:32.353000,,0 days 00:00:48.970000,0 days 00:00:58.229000,0 days 00:00:57.052000,0 days 00:52:56.040000,0 days 00:53:54.295000,0 days 00:54:51.478000,130.0,233.0,141.0,220.0,False,HARD,1.0,True,Haas F1 Team,0 days 00:52:07.054000,2020-12-13 13:32:07.251,64,19.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 01:38:23.332000,FIT,51,0 days 00:02:12.398000,35.0,3.0,0 days 01:36:38.448000,,0 days 00:00:46.248000,0 days 00:00:44.501000,0 days 00:00:41.649000,0 days 01:36:57.217000,0 days 01:37:41.718000,0 days 01:38:23.367000,279.0,289.0,216.0,295.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 01:36:10.934000,2020-12-13 14:16:11.131,1,19.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 02:03:17.293000,FIT,51,0 days 00:02:04.670000,49.0,4.0,0 days 02:01:34.839000,,0 days 00:00:40.097000,0 days 00:00:43.625000,0 days 00:00:40.948000,0 days 02:01:52.755000,0 days 02:02:36.380000,0 days 02:03:17.328000,283.0,297.0,221.0,302.0,False,SOFT,1.0,True,Haas F1 Team,0 days 02:01:12.623000,2020-12-13 14:41:12.820,1,19.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 00:54:08.712000,SAI,55,,11.0,2.0,0 days 00:51:51.997000,,0 days 00:00:41.945000,0 days 00:00:57.434000,0 days 00:00:58.468000,0 days 00:52:12.859000,0 days 00:53:10.301000,0 days 00:54:08.917000,129.0,188.0,140.0,161.0,False,HARD,1.0,True,McLaren,0 days 00:51:30.899000,2020-12-13 13:31:31.096,64,9.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 00:57:06.891000,LAT,6,,12.0,2.0,0 days 00:54:51.048000,,0 days 00:00:42.834000,0 days 00:00:56.816000,0 days 00:00:56.533000,0 days 00:55:13.635000,0 days 00:56:10.405000,0 days 00:57:07.016000,119.0,180.0,204.0,225.0,False,HARD,1.0,True,Williams,0 days 00:54:30.728000,2020-12-13 13:34:30.925,4,18.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 01:39:46.120000,LAT,6,0 days 00:02:03.180000,36.0,3.0,0 days 01:38:04.312000,,0 days 00:00:38.654000,0 days 00:00:43.671000,0 days 00:00:40.855000,0 days 01:38:21.589000,0 days 01:39:05.260000,0 days 01:39:46.115000,286.0,295.0,221.0,299.0,False,MEDIUM,1.0,True,Williams,0 days 01:37:42.940000,2020-12-13 14:17:43.137,1,17.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 00:54:33.101000,RUS,63,,11.0,2.0,0 days 00:52:18.661000,,0 days 00:00:42.288000,0 days 00:00:58.508000,0 days 00:00:54.645000,0 days 00:52:40.016000,0 days 00:53:38.491000,0 days 00:54:33.267000,204.0,205.0,209.0,200.0,False,HARD,1.0,True,Williams,0 days 00:51:57.664000,2020-12-13 13:31:57.861,64,18.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 00:54:28.736000,RAI,7,,11.0,2.0,0 days 00:52:11.432000,,0 days 00:00:45.576000,0 days 00:00:56.795000,0 days 00:00:55.924000,0 days 00:52:36.044000,0 days 00:53:32.867000,0 days 00:54:28.892000,159.0,220.0,168.0,153.0,False,HARD,1.0,False,Alfa Romeo Racing,0 days 00:51:50.460000,2020-12-13 13:31:50.657,64,16.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 00:53:40.637000,BOT,77,,11.0,2.0,0 days 00:51:24.072000,,0 days 00:00:41.689000,0 days 00:00:59.458000,0 days 00:00:55.921000,0 days 00:51:45.295000,0 days 00:52:44.726000,0 days 00:53:40.761000,207.0,215.0,170.0,175.0,False,HARD,1.0,True,Mercedes,0 days 00:51:03.551000,2020-12-13 13:31:03.748,64,2.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 01:25:46.253000,GIO,99,0 days 00:02:03.049000,28.0,2.0,0 days 01:24:03.658000,,0 days 00:00:38.132000,0 days 00:00:44.018000,0 days 00:00:40.899000,0 days 01:24:21.319000,0 days 01:25:05.337000,0 days 01:25:46.236000,280.0,295.0,220.0,296.0,False,HARD,1.0,True,Alfa Romeo Racing,0 days 01:23:43.204000,2020-12-13 14:03:43.401,1,19.0,False,,False,False,2020,17,Abu Dhabi Grand Prix
0 days 00:48:28.028000,GAS,10,0 days 00:02:11.534000,5.0,2.0,0 days 00:46:53.133000,,0 days 00:01:05.748000,0 days 00:00:41.956000,0 days 00:00:23.830000,0 days 00:47:22.260000,0 days 00:48:04.216000,0 days 00:48:28.046000,231.0,251.0,275.0,213.0,False,HARD,1.0,True,AlphaTauri,0 days 00:46:16.494000,2021-03-28 15:16:16.504,7,19.0,False,,False,False,2021,1,Bahrain Grand Prix
0 days 01:13:19.044000,GAS,10,0 days 00:01:59.290000,20.0,3.0,0 days 01:11:42.399000,,0 days 00:00:52.568000,0 days 00:00:43.028000,0 days 00:00:23.694000,0 days 01:12:12.340000,0 days 01:12:55.368000,0 days 01:13:19.062000,232.0,245.0,276.0,221.0,False,MEDIUM,4.0,False,AlphaTauri,0 days 01:11:19.754000,2021-03-28 15:41:19.764,1,19.0,False,,False,False,2021,1,Bahrain Grand Prix
0 days 01:45:54.945000,GAS,10,0 days 00:01:56.887000,40.0,4.0,0 days 01:44:21.345000,,0 days 00:00:52.274000,0 days 00:00:41.219000,0 days 00:00:23.394000,0 days 01:44:50.350000,0 days 01:45:31.569000,0 days 01:45:54.963000,237.0,254.0,278.0,218.0,False,HARD,1.0,True,AlphaTauri,0 days 01:43:58.058000,2021-03-28 16:13:58.068,1,16.0,False,,False,False,2021,1,Bahrain Grand Prix
0 days 00:39:38.103000,PER,11,,1.0,2.0,0 days 00:37:22.315000,0 days 00:36:27.309000,,0 days 00:01:02.008000,0 days 00:00:41.807000,,0 days 00:38:56.399000,0 days 00:39:38.202000,231.0,88.0,180.0,204.0,False,MEDIUM,4.0,False,Red Bull Racing,0 days 00:37:09.970000,2021-03-28 15:07:09.980,24,20.0,False,,False,False,2021,1,Bahrain Grand Prix
0 days 00:44:14.015000,PER,11,0 days 00:02:15.246000,3.0,3.0,0 days 00:42:21.058000,,0 days 00:00:52.196000,0 days 00:00:44.804000,0 days 00:00:38.246000,0 days 00:42:50.979000,0 days 00:43:35.783000,0 days 00:44:14.029000,217.0,245.0,230.0,207.0,False,HARD,1.0,True,Red Bull Racing,0 days 00:41:58.769000,2021-03-28 15:11:58.779,4,19.0,False,,False,False,2021,1,Bahrain Grand Prix
0 days 01:12:33.864000,PER,11,0 days 00:01:56.512000,20.0,3.0,0 days 01:10:59.792000,,0 days 00:00:51.242000,0 days 00:00:41.359000,0 days 00:00:23.911000,0 days 01:11:28.608000,0 days 01:12:09.967000,0 days 01:12:33.878000,231.0,248.0,287.0,217.0,False,HARD,18.0,True,Red Bull Racing,0 days 01:10:37.352000,2021-03-28 15:40:37.362,1,12.0,False,,False,False,2021,1,Bahrain Grand Prix
0 days 01:43:19.074000,PER,11,0 days 00:01:56.750000,39.0,4.0,0 days 01:41:44.805000,,0 days 00:00:51.080000,0 days 00:00:42.082000,0 days 00:00:23.588000,0 days 01:42:13.418000,0 days 01:42:55.500000,0 days 01:43:19.088000,235.0,255.0,289.0,219.0,False,MEDIUM,6.0,False,Red Bull Racing,0 days 01:41:22.324000,2021-03-28 16:11:22.334,1,8.0,False,,False,False,2021,1,Bahrain Grand Prix
0 days 00:59:30.376000,ALO,14,0 days 00:01:56.122000,12.0,2.0,0 days 00:57:56.937000,,0 days 00:00:51.038000,0 days 00:00:41.263000,0 days 00:00:23.821000,0 days 00:58:25.306000,0 days 00:59:06.569000,0 days 00:59:30.390000,231.0,254.0,274.0,221.0,False,MEDIUM,1.0,True,Alpine,0 days 00:57:34.254000,2021-03-28 15:27:34.264,1,17.0,False,,False,False,2021,1,Bahrain Grand Prix
0 days 01:29:13.410000,ALO,14,0 days 00:01:57.522000,30.0,3.0,0 days 01:27:38.977000,,0 days 00:00:51.929000,0 days 00:00:41.775000,0 days 00:00:23.818000,0 days 01:28:07.831000,0 days 01:28:49.606000,0 days 01:29:13.424000,232.0,244.0,289.0,222.0,False,HARD,1.0,True,Alpine,0 days 01:27:15.888000,2021-03-28 15:57:15.898,1,17.0,False,,False,False,2021,1,Bahrain Grand Prix
