Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year,RaceRound,RaceName
0 days 01:30:26.016000,RAI,7,0 days 00:01:21.460000,44.0,2.0,0 days 01:29:05.372000,,0 days 00:00:23.750000,0 days 00:00:36.915000,0 days 00:00:20.795000,0 days 01:29:28.302000,0 days 01:30:05.217000,0 days 01:30:26.012000,184.0,188.0,256.0,278.0,False,HARD,1.0,True,Alfa Romeo Racing,0 days 01:29:04.556000,2021-05-23 13:59:05.319,1,12.0,False,,False,False,2021,5,Monaco Grand Prix
0 days 01:15:32.337000,RUS,63,0 days 00:01:22.576000,32.0,2.0,0 days 01:14:10.542000,,0 days 00:00:23.325000,0 days 00:00:38.299000,0 days 00:00:20.952000,0 days 01:14:33.092000,0 days 01:15:11.391000,0 days 01:15:32.343000,188.0,188.0,258.0,279.0,False,HARD,1.0,True,Williams,0 days 01:14:09.761000,2021-05-23 13:44:10.524,1,16.0,False,,False,False,2021,5,Monaco Grand Prix
0 days 01:57:51.263000,TSU,22,0 days 00:01:18.804000,65.0,2.0,0 days 01:56:33.232000,,0 days 00:00:22.892000,0 days 00:00:35.488000,0 days 00:00:20.424000,0 days 01:56:55.347000,0 days 01:57:30.835000,0 days 01:57:51.259000,201.0,192.0,259.0,281.0,False,SOFT,1.0,True,AlphaTauri,0 days 01:56:32.459000,2021-05-23 14:26:33.222,1,16.0,False,,False,False,2021,5,Monaco Grand Prix
0 days 01:33:18.070000,ALO,14,0 days 00:01:20.632000,46.0,2.0,0 days 01:31:58.267000,,0 days 00:00:23.209000,0 days 00:00:36.729000,0 days 00:00:20.694000,0 days 01:32:20.691000,0 days 01:32:57.420000,0 days 01:33:18.114000,189.0,186.0,255.0,277.0,False,SOFT,1.0,True,Alpine,0 days 01:31:57.438000,2021-05-23 14:01:58.201,1,13.0,False,,False,False,2021,5,Monaco Grand Prix
0 days 01:31:08.442000,LAT,6,0 days 00:01:21.902000,44.0,2.0,0 days 01:29:47.335000,,0 days 00:00:24.461000,0 days 00:00:36.808000,0 days 00:00:20.633000,0 days 01:30:11.009000,0 days 01:30:47.817000,0 days 01:31:08.450000,181.0,187.0,260.0,285.0,False,HARD,1.0,True,Williams,0 days 01:29:46.540000,2021-05-23 13:59:47.303,1,16.0,False,,False,False,2021,5,Monaco Grand Prix
0 days 01:20:11.980000,MAZ,9,0 days 00:01:22.270000,35.0,2.0,0 days 01:18:50.525000,,0 days 00:00:24.204000,0 days 00:00:36.958000,0 days 00:00:21.108000,0 days 01:19:13.957000,0 days 01:19:50.915000,0 days 01:20:12.023000,185.0,179.0,253.0,277.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:18:49.710000,2021-05-23 13:48:50.473,1,17.0,False,,False,False,2021,5,Monaco Grand Prix
0 days 01:24:33.793000,MSC,47,0 days 00:01:26.398000,38.0,2.0,0 days 01:23:08.214000,,0 days 00:00:24.376000,0 days 00:00:38.637000,0 days 00:00:23.385000,0 days 01:23:31.769000,0 days 01:24:10.406000,0 days 01:24:33.791000,138.0,134.0,257.0,280.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:23:07.395000,2021-05-23 13:53:08.158,1,18.0,True,TRACK LIMITS AT TURN 10,False,False,2021,5,Monaco Grand Prix
0 days 00:56:01.607000,GAS,10,0 days 00:02:04.046000,12.0,2.0,0 days 00:54:16.561000,,0 days 00:00:54.554000,0 days 00:00:43.700000,0 days 00:00:25.792000,0 days 00:54:52.115000,0 days 00:55:35.815000,0 days 00:56:01.607000,192.0,201.0,318.0,314.0,False,HARD,1.0,True,AlphaTauri,0 days 00:53:57.561000,2021-06-06 12:23:57.570,1,6.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:06:54.158000,GAS,10,,48.0,3.0,0 days 02:04:01.120000,0 days 02:06:52.845000,0 days 00:01:04.587000,0 days 00:01:02.616000,0 days 00:00:59.619000,0 days 02:04:51.923000,0 days 02:05:54.550000,0 days 02:06:54.245000,155.0,142.0,,134.0,False,HARD,37.0,False,AlphaTauri,0 days 02:03:47.284000,2021-06-06 13:33:47.293,45,4.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:43:20.803000,GAS,10,,49.0,4.0,0 days 02:40:14.719000,,,0 days 00:01:09.600000,0 days 00:01:03.637000,,0 days 02:42:17.166000,0 days 02:43:20.954000,135.0,173.0,47.0,180.0,False,SOFT,3.0,False,AlphaTauri,0 days 02:40:00.166000,2021-06-06 14:10:00.175,1,4.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 00:59:31.818000,PER,11,0 days 00:02:04.379000,14.0,2.0,0 days 00:57:48.080000,,0 days 00:00:55.522000,0 days 00:00:43.142000,0 days 00:00:25.715000,0 days 00:58:22.961000,0 days 00:59:06.103000,0 days 00:59:31.818000,205.0,218.0,317.0,312.0,False,HARD,1.0,True,Red Bull Racing,0 days 00:57:27.439000,2021-06-06 12:27:27.448,1,3.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:06:47.566000,PER,11,,48.0,3.0,0 days 02:03:54.769000,0 days 02:06:46.169000,0 days 00:01:06.107000,0 days 00:01:02.043000,0 days 00:00:58.747000,0 days 02:04:46.776000,0 days 02:05:48.855000,0 days 02:06:47.681000,133.0,133.0,,140.0,False,HARD,35.0,False,Red Bull Racing,0 days 02:03:40.638000,2021-06-06 13:33:40.647,45,1.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:43:12.888000,PER,11,,49.0,5.0,0 days 02:40:04.668000,,,0 days 00:01:06.667000,0 days 00:01:03.462000,,0 days 02:42:09.426000,0 days 02:43:13.048000,109.0,157.0,51.0,182.0,False,SOFT,3.0,False,Red Bull Racing,0 days 02:40:00.166000,2021-06-06 14:10:00.175,1,1.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 00:49:01.733000,ALO,14,0 days 00:02:05.508000,8.0,2.0,0 days 00:47:15.130000,,0 days 00:00:55.060000,0 days 00:00:44.821000,0 days 00:00:25.627000,0 days 00:47:51.285000,0 days 00:48:36.106000,0 days 00:49:01.733000,190.0,200.0,320.0,322.0,False,HARD,1.0,True,Alpine,0 days 00:46:56.225000,2021-06-06 12:16:56.234,1,14.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 01:42:05.732000,ALO,14,,35.0,3.0,0 days 01:39:33.337000,,0 days 00:01:04.094000,0 days 00:01:04.102000,0 days 00:00:42.914000,0 days 01:40:18.716000,0 days 01:41:22.864000,0 days 01:42:05.944000,140.0,133.0,267.0,144.0,False,SOFT,3.0,False,Alpine,0 days 01:39:14.629000,2021-06-06 13:09:14.638,4,14.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:07:06.953000,ALO,14,,48.0,4.0,0 days 02:04:19.703000,0 days 02:07:04.917000,0 days 00:00:58.255000,0 days 00:01:01.157000,0 days 00:01:01.988000,0 days 02:05:03.809000,0 days 02:06:04.965000,0 days 02:07:07.024000,151.0,149.0,,133.0,False,SOFT,16.0,False,Alpine,0 days 02:04:05.531000,2021-06-06 13:34:05.540,45,10.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:43:31.826000,ALO,14,,49.0,5.0,0 days 02:40:39.657000,,,0 days 00:01:06.139000,0 days 00:01:02.441000,,0 days 02:42:29.428000,0 days 02:43:31.893000,183.0,151.0,79.0,115.0,False,SOFT,17.0,False,Alpine,0 days 02:40:00.166000,2021-06-06 14:10:00.175,1,10.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 00:52:25.733000,LEC,16,0 days 00:02:03.438000,10.0,2.0,0 days 00:50:40.883000,,0 days 00:00:54.133000,0 days 00:00:43.490000,0 days 00:00:25.815000,0 days 00:51:16.428000,0 days 00:51:59.918000,0 days 00:52:25.733000,210.0,223.0,316.0,312.0,False,HARD,1.0,True,Ferrari,0 days 00:50:22.295000,2021-06-06 12:20:22.304,1,10.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:06:55.255000,LEC,16,,48.0,3.0,0 days 02:04:03.638000,0 days 02:06:53.982000,0 days 00:01:03.520000,0 days 00:01:02.340000,0 days 00:00:59.531000,0 days 02:04:53.392000,0 days 02:05:55.724000,0 days 02:06:55.359000,151.0,141.0,,129.0,False,HARD,39.0,False,Ferrari,0 days 02:03:49.872000,2021-06-06 13:33:49.881,45,5.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:43:22.384000,LEC,16,,49.0,4.0,0 days 02:40:16.572000,,,0 days 00:01:09.149000,0 days 00:01:02.757000,,0 days 02:42:19.627000,0 days 02:43:22.472000,148.0,168.0,48.0,140.0,False,SOFT,3.0,False,Ferrari,0 days 02:40:00.166000,2021-06-06 14:10:00.175,1,5.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 00:52:35.667000,TSU,22,0 days 00:02:05.319000,10.0,2.0,0 days 00:50:49.366000,,0 days 00:00:55.530000,0 days 00:00:43.742000,0 days 00:00:26.047000,0 days 00:51:25.878000,0 days 00:52:09.620000,0 days 00:52:35.667000,204.0,199.0,301.0,308.0,False,HARD,1.0,True,AlphaTauri,0 days 00:50:30.348000,2021-06-06 12:20:30.357,1,12.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:06:57.687000,TSU,22,,48.0,3.0,0 days 02:04:06.166000,0 days 02:06:56.122000,0 days 00:01:02.809000,0 days 00:01:02.247000,0 days 00:01:00.129000,0 days 02:04:55.311000,0 days 02:05:57.577000,0 days 02:06:57.765000,120.0,145.0,,146.0,False,HARD,39.0,False,AlphaTauri,0 days 02:03:52.461000,2021-06-06 13:33:52.470,45,6.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:43:24.001000,TSU,22,,49.0,4.0,0 days 02:40:19.613000,,,0 days 00:01:09.113000,0 days 00:01:02.505000,,0 days 02:42:21.496000,0 days 02:43:24.236000,163.0,169.0,64.0,139.0,False,SOFT,3.0,False,AlphaTauri,0 days 02:40:00.166000,2021-06-06 14:10:00.175,1,6.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 00:56:18.840000,RIC,3,0 days 00:02:05.143000,12.0,2.0,0 days 00:54:32.565000,,0 days 00:00:54.746000,0 days 00:00:44.549000,0 days 00:00:25.848000,0 days 00:55:08.443000,0 days 00:55:52.992000,0 days 00:56:18.840000,185.0,201.0,301.0,313.0,False,HARD,1.0,True,McLaren,0 days 00:54:13.697000,2021-06-06 12:24:13.706,1,13.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:07:03.237000,RIC,3,,48.0,3.0,0 days 02:04:16.887000,0 days 02:07:01.297000,0 days 00:00:56.863000,0 days 00:01:03.863000,0 days 00:00:59.293000,0 days 02:05:00.081000,0 days 02:06:04.154000,0 days 02:07:03.386000,167.0,174.0,,110.0,False,HARD,37.0,False,McLaren,0 days 02:04:03.147000,2021-06-06 13:34:03.156,45,9.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:43:28.939000,RIC,3,,49.0,4.0,0 days 02:40:36.238000,,,0 days 00:01:08.113000,0 days 00:01:02.619000,,0 days 02:42:26.320000,0 days 02:43:29.081000,131.0,158.0,62.0,99.0,False,SOFT,3.0,False,McLaren,0 days 02:40:00.166000,2021-06-06 14:10:00.175,1,9.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 00:57:42.470000,VER,33,0 days 00:02:02.951000,13.0,2.0,0 days 00:55:58.032000,,0 days 00:00:53.781000,0 days 00:00:43.260000,0 days 00:00:25.910000,0 days 00:56:33.300000,0 days 00:57:16.560000,0 days 00:57:42.470000,207.0,212.0,304.0,311.0,False,HARD,1.0,True,Red Bull Racing,0 days 00:55:39.519000,2021-06-06 12:25:39.528,1,3.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 00:49:02.446000,NOR,4,0 days 00:02:04.045000,8.0,2.0,0 days 00:47:17.721000,,0 days 00:00:54.780000,0 days 00:00:43.878000,0 days 00:00:25.387000,0 days 00:47:53.181000,0 days 00:48:37.059000,0 days 00:49:02.446000,194.0,208.0,326.0,318.0,False,HARD,1.0,True,McLaren,0 days 00:46:58.401000,2021-06-06 12:16:58.410,1,17.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:06:59.865000,NOR,4,,48.0,3.0,0 days 02:04:09.802000,0 days 02:06:58.213000,0 days 00:01:01.015000,0 days 00:01:02.799000,0 days 00:01:00.839000,0 days 02:04:56.271000,0 days 02:05:59.026000,0 days 02:07:00.034000,135.0,149.0,,138.0,False,HARD,41.0,False,McLaren,0 days 02:03:55.213000,2021-06-06 13:33:55.222,45,7.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:43:26.327000,NOR,4,,49.0,4.0,0 days 02:40:28.607000,,,0 days 00:01:08.051000,0 days 00:01:02.779000,,0 days 02:42:23.548000,0 days 02:43:26.529000,203.0,187.0,39.0,112.0,False,SOFT,3.0,False,McLaren,0 days 02:40:00.166000,2021-06-06 14:10:00.175,1,7.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 00:55:58.935000,HAM,44,0 days 00:02:06.683000,12.0,2.0,0 days 00:54:13.440000,,0 days 00:00:57.058000,0 days 00:00:43.628000,0 days 00:00:25.997000,0 days 00:54:49.310000,0 days 00:55:32.938000,0 days 00:55:58.935000,193.0,222.0,300.0,308.0,False,HARD,1.0,True,Mercedes,0 days 00:53:52.252000,2021-06-06 12:23:52.261,1,4.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:06:48.983000,HAM,44,,48.0,3.0,0 days 02:03:55.501000,0 days 02:06:47.734000,0 days 00:01:06.230000,0 days 00:01:03.539000,0 days 00:00:57.819000,0 days 02:04:47.630000,0 days 02:05:51.164000,0 days 02:06:49.062000,136.0,140.0,,152.0,False,HARD,37.0,False,Mercedes,0 days 02:03:41.378000,2021-06-06 13:33:41.387,45,2.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:43:13.798000,HAM,44,,49.0,4.0,0 days 02:40:08.733000,,,0 days 00:01:08.334000,0 days 00:01:01.267000,,0 days 02:42:12.531000,0 days 02:43:14.062000,103.0,162.0,61.0,233.0,False,SOFT,5.0,False,Mercedes,0 days 02:40:00.166000,2021-06-06 14:10:00.175,1,2.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 00:51:10.715000,MSC,47,0 days 00:02:08.615000,9.0,2.0,0 days 00:49:23.303000,,0 days 00:00:57.637000,0 days 00:00:44.658000,0 days 00:00:26.320000,0 days 00:49:59.737000,0 days 00:50:44.395000,0 days 00:51:10.715000,187.0,209.0,308.0,306.0,False,HARD,1.0,True,Haas F1 Team,0 days 00:49:02.100000,2021-06-06 12:19:02.109,1,19.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 01:42:16.462000,MSC,47,,35.0,3.0,0 days 01:40:27.096000,,,0 days 00:00:44.835000,0 days 00:00:26.400000,,0 days 01:41:50.090000,0 days 01:42:16.606000,188.0,212.0,300.0,305.0,False,SOFT,3.0,False,Haas F1 Team,0 days 01:39:18.612000,2021-06-06 13:09:18.621,4,17.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:00:43.745000,MSC,47,0 days 00:02:06.429000,45.0,4.0,0 days 01:58:57.640000,,0 days 00:00:56.407000,0 days 00:00:43.803000,0 days 00:00:26.219000,0 days 01:59:33.723000,0 days 02:00:17.526000,0 days 02:00:43.745000,203.0,196.0,305.0,306.0,False,SOFT,3.0,False,Haas F1 Team,0 days 01:58:37.316000,2021-06-06 13:28:37.325,1,17.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:07:49.106000,MSC,47,,48.0,5.0,0 days 02:05:21.737000,0 days 02:07:47.615000,0 days 00:00:56.163000,0 days 00:00:59.303000,0 days 00:00:45.631000,0 days 02:06:04.274000,0 days 02:07:03.475000,0 days 02:07:49.159000,122.0,177.0,,167.0,False,SOFT,6.0,False,Haas F1 Team,0 days 02:05:07.971000,2021-06-06 13:35:07.980,45,16.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:44:04.690000,MSC,47,,49.0,7.0,0 days 02:41:21.776000,,,0 days 00:00:49.133000,0 days 00:01:11.627000,,0 days 02:42:53.063000,0 days 02:44:04.776000,168.0,185.0,8.0,130.0,False,SOFT,4.0,False,Haas F1 Team,0 days 02:40:00.166000,2021-06-06 14:10:00.175,1,15.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 01:08:37.958000,VET,5,0 days 00:02:02.792000,19.0,2.0,0 days 01:06:53.773000,,0 days 00:00:53.578000,0 days 00:00:43.632000,0 days 00:00:25.582000,0 days 01:07:28.744000,0 days 01:08:12.376000,0 days 01:08:37.958000,204.0,214.0,310.0,317.0,False,HARD,1.0,True,Aston Martin,0 days 01:06:35.166000,2021-06-06 12:36:35.175,1,7.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:06:51.821000,VET,5,,48.0,3.0,0 days 02:03:57.760000,0 days 02:06:50.200000,0 days 00:01:05.467000,0 days 00:01:03.081000,0 days 00:00:59.178000,0 days 02:04:49.600000,0 days 02:05:52.643000,0 days 02:06:51.922000,156.0,116.0,,130.0,False,HARD,30.0,False,Aston Martin,0 days 02:03:44.096000,2021-06-06 13:33:44.105,45,3.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:43:15.883000,VET,5,,49.0,4.0,0 days 02:40:10.664000,,,0 days 00:01:09.642000,0 days 00:01:00.395000,,0 days 02:42:15.488000,0 days 02:43:15.996000,110.0,169.0,46.0,149.0,False,SOFT,3.0,False,Aston Martin,0 days 02:40:00.166000,2021-06-06 14:10:00.175,1,3.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 00:54:37.303000,SAI,55,0 days 00:02:24.010000,11.0,2.0,0 days 00:52:32.148000,,0 days 00:00:54.782000,0 days 00:01:03.125000,0 days 00:00:26.103000,0 days 00:53:08.075000,0 days 00:54:11.200000,0 days 00:54:37.303000,189.0,202.0,314.0,309.0,False,HARD,1.0,True,Ferrari,0 days 00:52:13.293000,2021-06-06 12:22:13.302,2,15.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:07:01.025000,SAI,55,,48.0,3.0,0 days 02:04:11.544000,0 days 02:06:59.203000,0 days 00:00:59.923000,0 days 00:01:02.744000,0 days 00:01:00.653000,0 days 02:04:57.655000,0 days 02:06:00.372000,0 days 02:07:01.166000,95.0,150.0,,142.0,False,HARD,38.0,False,Ferrari,0 days 02:03:57.696000,2021-06-06 13:33:57.705,45,8.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:43:27.449000,SAI,55,,49.0,4.0,0 days 02:40:31.878000,,,0 days 00:01:07.620000,0 days 00:01:02.844000,,0 days 02:42:24.605000,0 days 02:43:27.552000,151.0,168.0,77.0,151.0,False,SOFT,3.0,False,Ferrari,0 days 02:40:00.166000,2021-06-06 14:10:00.175,1,8.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 00:52:58.035000,LAT,6,0 days 00:02:08.706000,10.0,2.0,0 days 00:51:10.255000,,0 days 00:00:57.761000,0 days 00:00:44.995000,0 days 00:00:25.950000,0 days 00:51:47.090000,0 days 00:52:32.085000,0 days 00:52:58.035000,178.0,201.0,303.0,313.0,False,HARD,1.0,True,Williams,0 days 00:50:49.329000,2021-06-06 12:20:49.338,1,17.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:44:04.261000,LAT,6,,49.0,3.0,0 days 02:41:19.418000,,,0 days 00:00:49.446000,0 days 00:01:13.040000,,0 days 02:42:51.221000,0 days 02:44:04.481000,149.0,188.0,6.0,125.0,False,SOFT,1.0,True,Williams,0 days 02:40:00.166000,2021-06-06 14:10:00.175,1,14.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 00:38:15.236000,RUS,63,0 days 00:02:07.330000,2.0,2.0,0 days 00:36:26.660000,,0 days 00:00:55.754000,0 days 00:00:45.524000,0 days 00:00:26.052000,0 days 00:37:03.660000,0 days 00:37:49.184000,0 days 00:38:15.236000,183.0,201.0,309.0,311.0,False,HARD,1.0,True,Williams,0 days 00:36:07.906000,2021-06-06 12:06:07.915,1,20.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 01:42:06.422000,RUS,63,,35.0,3.0,0 days 01:39:35.861000,,0 days 00:01:05.734000,0 days 00:01:02.279000,0 days 00:00:41.317000,0 days 01:40:22.968000,0 days 01:41:25.184000,0 days 01:42:06.593000,118.0,155.0,281.0,150.0,False,HARD,1.0,True,Williams,0 days 01:39:17.117000,2021-06-06 13:09:17.126,4,16.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:07:21.975000,RUS,63,,48.0,4.0,0 days 02:04:30.441000,0 days 02:07:19.333000,0 days 00:01:05.058000,0 days 00:01:02.652000,0 days 00:01:03.982000,0 days 02:05:15.341000,0 days 02:06:18.030000,0 days 02:07:22.103000,153.0,92.0,,150.0,False,SOFT,1.0,True,Williams,0 days 02:04:10.229000,2021-06-06 13:34:10.238,45,15.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 01:00:06.012000,RAI,7,0 days 00:02:05.079000,14.0,2.0,0 days 00:58:19.755000,,0 days 00:00:54.942000,0 days 00:00:44.126000,0 days 00:00:26.011000,0 days 00:58:55.875000,0 days 00:59:40.001000,0 days 01:00:06.012000,190.0,204.0,310.0,310.0,False,HARD,1.0,True,Alfa Romeo Racing,0 days 00:58:00.933000,2021-06-06 12:28:00.942,1,15.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:07:09.571000,RAI,7,,48.0,3.0,0 days 02:04:20.802000,0 days 02:07:07.425000,0 days 00:00:58.275000,0 days 00:01:02.529000,0 days 00:01:01.869000,0 days 02:05:05.217000,0 days 02:06:07.702000,0 days 02:07:09.800000,163.0,102.0,,152.0,False,HARD,35.0,False,Alfa Romeo Racing,0 days 02:04:06.875000,2021-06-06 13:34:06.884,45,11.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:43:36.738000,RAI,7,,49.0,4.0,0 days 02:40:44.090000,,,0 days 00:01:05.948000,0 days 00:01:03.822000,,0 days 02:42:32.916000,0 days 02:43:36.854000,161.0,182.0,74.0,95.0,False,SOFT,1.0,True,Alfa Romeo Racing,0 days 02:40:00.166000,2021-06-06 14:10:00.175,1,11.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 00:56:14.971000,BOT,77,0 days 00:02:04.342000,12.0,2.0,0 days 00:54:29.710000,,0 days 00:00:54.815000,0 days 00:00:43.735000,0 days 00:00:25.792000,0 days 00:55:05.444000,0 days 00:55:49.179000,0 days 00:56:14.971000,198.0,216.0,302.0,312.0,False,HARD,1.0,True,Mercedes,0 days 00:54:10.629000,2021-06-06 12:24:10.638,1,11.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:07:16.632000,BOT,77,,48.0,3.0,0 days 02:04:29.736000,0 days 02:07:14.152000,0 days 00:01:03.693000,0 days 00:00:57.593000,0 days 00:01:05.635000,0 days 02:05:13.404000,0 days 02:06:11.029000,0 days 02:07:16.821000,128.0,105.0,,137.0,False,SOFT,5.0,False,Mercedes,0 days 02:04:09.664000,2021-06-06 13:34:09.673,45,14.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:43:47.918000,BOT,77,,49.0,4.0,0 days 02:41:09.349000,,,0 days 00:00:49.209000,0 days 00:01:08.520000,,0 days 02:42:39.398000,0 days 02:43:48.207000,169.0,182.0,15.0,83.0,False,SOFT,5.0,False,Mercedes,0 days 02:40:00.166000,2021-06-06 14:10:00.175,1,13.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 00:53:09.476000,MAZ,9,0 days 00:02:10.548000,10.0,2.0,0 days 00:51:19.437000,,0 days 00:00:57.955000,0 days 00:00:45.893000,0 days 00:00:26.700000,0 days 00:51:56.883000,0 days 00:52:42.776000,0 days 00:53:09.476000,194.0,201.0,301.0,299.0,False,HARD,1.0,True,Haas F1 Team,0 days 00:50:58.928000,2021-06-06 12:20:58.937,1,19.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 01:43:14.829000,MAZ,9,0 days 00:02:11.838000,35.0,3.0,0 days 01:41:23.668000,,0 days 00:00:59.433000,0 days 00:00:45.871000,0 days 00:00:26.534000,0 days 01:42:02.424000,0 days 01:42:48.295000,0 days 01:43:14.829000,175.0,201.0,304.0,303.0,False,SOFT,3.0,False,Haas F1 Team,0 days 01:41:02.991000,2021-06-06 13:11:03.000,4,18.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:01:57.346000,MAZ,9,0 days 00:02:18.566000,45.0,4.0,0 days 02:00:02.293000,,0 days 00:01:04.707000,0 days 00:00:47.598000,0 days 00:00:26.261000,0 days 02:00:43.487000,0 days 02:01:31.085000,0 days 02:01:57.346000,178.0,206.0,309.0,309.0,False,SOFT,6.0,False,Haas F1 Team,0 days 01:59:38.780000,2021-06-06 13:29:38.789,2,18.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:07:23.851000,MAZ,9,,47.0,5.0,0 days 02:04:33.859000,0 days 02:07:21.231000,0 days 00:00:58.582000,0 days 00:01:00.486000,0 days 00:01:04.685000,0 days 02:05:18.680000,0 days 02:06:19.197000,0 days 02:07:24.017000,173.0,91.0,,138.0,False,SOFT,8.0,False,Haas F1 Team,0 days 02:04:20.084000,2021-06-06 13:34:20.093,45,17.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:40:01.296000,MAZ,9,,48.0,6.0,0 days 02:37:50.202000,0 days 02:39:58.636000,,0 days 00:00:48.199000,0 days 00:00:40.623000,,0 days 02:39:20.673000,0 days 02:40:01.493000,175.0,202.0,,299.0,False,SOFT,9.0,False,Haas F1 Team,0 days 02:07:23.851000,2021-06-06 13:37:23.860,52,17.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 02:44:05.384000,MAZ,9,,49.0,7.0,0 days 02:41:25.080000,,,0 days 00:00:49.095000,0 days 00:01:09.594000,,0 days 02:42:55.802000,0 days 02:44:05.515000,195.0,184.0,11.0,113.0,False,SOFT,10.0,False,Haas F1 Team,0 days 02:40:00.166000,2021-06-06 14:10:00.175,1,16.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 00:40:04.376000,GIO,99,0 days 00:02:06.274000,3.0,2.0,0 days 00:38:17.254000,,0 days 00:00:55.761000,0 days 00:00:44.445000,0 days 00:00:26.068000,0 days 00:38:53.863000,0 days 00:39:38.308000,0 days 00:40:04.376000,196.0,201.0,314.0,310.0,False,HARD,1.0,True,Alfa Romeo Racing,0 days 00:37:58.102000,2021-06-06 12:07:58.111,1,19.0,False,,False,False,2021,6,Azerbaijan Grand Prix
0 days 01:42:05.929000,GIO,99,,35.0,3.0,0 days 01:39:34.649000,,0 days 00:01:04.681000,0 days 00:01:03.778000,0 days 00:00:41.807000,0 days 01:40:20.367000,0 days 01:41:24.168000,0 days 01:42:06.087000,141.0,136.0,270.0,143.0,False,HARD,1.0,True,Alfa Romeo Racing,0 days 01:39:15.688000,2021-06-06 13:09:15.697,4,15.0,False,,False,False,2021,6,Azerbaijan Grand Prix
