Sector2Time,FastF1Generated,Sector2SessionTime,LapStartTime,Time,TrackStatus,Team,DeletedReason,Sector1SessionTime,SpeedST,LapStartDate,RaceName,PitInTime,SpeedFL,IsPersonalBest,PitOutTime,FreshTyre,Position,DriverNumber,Deleted,Year,SpeedI2,Compound,Stint,Driver,TyreLife,IsAccurate,LapTime,LapNumber,Sector3Time,Sector1Time,SpeedI1,Sector3SessionTime
0 days 00:01:04.276000,False,0 days 02:10:14.220000,0 days 02:07:52.937000,0 days 02:11:35.007000,1,Mercedes,,,119.0,2021-12-05 18:40:00.155,Saudi Arabian Grand Prix,,54.0,False,0 days 02:08:02.849000,False,2.0,44,False,2021,119.0,HARD,4.0,HAM,6.0,False,,16.0,0 days 00:01:20.787000,,74.0,0 days 02:11:35.175000
0 days 00:00:51.356000,False,0 days 01:45:33.457000,0 days 01:42:52.932000,0 days 01:46:54.973000,1,Aston Martin,,,218.0,2021-12-05 18:15:00.150,Saudi Arabian Grand Prix,,45.0,False,0 days 01:43:42.244000,False,13.0,5,False,2021,274.0,MEDIUM,2.0,VET,1.0,False,,14.0,0 days 00:01:21.535000,,99.0,0 days 01:46:55.065000
0 days 00:01:07.079000,False,0 days 02:10:33.061000,0 days 02:07:52.937000,0 days 02:12:01.238000,1,Aston Martin,,,182.0,2021-12-05 18:40:00.155,Saudi Arabian Grand Prix,,58.0,False,0 days 02:08:32.466000,False,10.0,5,False,2021,205.0,MEDIUM,3.0,VET,1.0,False,,16.0,0 days 00:01:28.213000,,78.0,0 days 02:12:01.382000
0 days 00:00:58.268000,False,0 days 01:45:23.923000,0 days 01:42:52.932000,0 days 01:46:41.484000,1,Ferrari,,,216.0,2021-12-05 18:15:00.150,Saudi Arabian Grand Prix,,45.0,False,0 days 01:43:25.744000,False,9.0,55,False,2021,169.0,MEDIUM,2.0,SAI,4.0,False,,14.0,0 days 00:01:17.579000,,57.0,0 days 01:46:41.583000
0 days 00:01:04.395000,False,0 days 02:10:26.282000,0 days 02:07:52.937000,0 days 02:11:55.640000,1,Ferrari,,,174.0,2021-12-05 18:40:00.155,Saudi Arabian Grand Prix,,45.0,False,0 days 02:08:25.640000,False,9.0,55,False,2021,222.0,MEDIUM,3.0,SAI,6.0,False,,16.0,0 days 00:01:29.406000,,67.0,0 days 02:11:55.787000
0 days 00:00:40.155000,False,0 days 01:20:21.083000,0 days 01:18:37.695000,0 days 01:21:16.197000,4,Williams,,0 days 01:19:40.906000,138.0,2021-12-05 17:50:44.913,Saudi Arabian Grand Prix,,245.0,False,0 days 01:19:00.907000,True,19.0,6,False,2021,240.0,HARD,2.0,LAT,1.0,False,,11.0,0 days 00:00:55.117000,0 days 00:01:03.196000,259.0,0 days 01:21:16.330000
0 days 00:00:55.788000,False,0 days 01:45:52.570000,0 days 01:42:52.932000,0 days 01:47:13.455000,1,Williams,,,222.0,2021-12-05 18:15:00.150,Saudi Arabian Grand Prix,,74.0,False,0 days 01:44:10.831000,True,19.0,6,False,2021,229.0,MEDIUM,3.0,LAT,1.0,False,,14.0,0 days 00:01:20.866000,,92.0,0 days 01:47:13.620000
0 days 00:01:05.038000,False,0 days 02:10:44.784000,0 days 02:07:52.937000,0 days 02:12:16.035000,1,Williams,,,139.0,2021-12-05 18:40:00.155,Saudi Arabian Grand Prix,,66.0,False,0 days 02:08:55.108000,False,15.0,6,False,2021,248.0,HARD,4.0,LAT,4.0,False,,16.0,0 days 00:01:31.281000,,253.0,0 days 02:12:16.183000
0 days 00:00:38.371000,False,0 days 01:18:05.991000,0 days 01:16:26.988000,0 days 01:18:46.994000,4,Williams,,0 days 01:17:27.620000,175.0,2021-12-05 17:48:34.206,Saudi Arabian Grand Prix,,266.0,False,0 days 01:16:46.529000,True,18.0,63,False,2021,135.0,HARD,2.0,RUS,1.0,False,0 days 00:02:20.006000,10.0,0 days 00:00:41.012000,0 days 00:01:00.623000,274.0,0 days 01:18:47.003000
0 days 00:00:55.382000,False,0 days 01:45:48.273000,0 days 01:42:52.932000,0 days 01:47:06.389000,1,Williams,,,241.0,2021-12-05 18:15:00.150,Saudi Arabian Grand Prix,,54.0,False,0 days 01:44:02.840000,False,17.0,63,False,2021,223.0,HARD,3.0,RUS,5.0,False,,14.0,0 days 00:01:18.125000,,58.0,0 days 01:47:06.764000
0 days 00:00:57.584000,False,0 days 01:45:30.956000,0 days 01:42:52.932000,0 days 01:46:51.200000,1,Alfa Romeo Racing,,,231.0,2021-12-05 18:15:00.150,Saudi Arabian Grand Prix,,76.0,False,0 days 01:43:36.223000,True,12.0,7,False,2021,231.0,HARD,2.0,RAI,1.0,False,,14.0,0 days 00:01:20.248000,,82.0,0 days 01:46:51.311000
0 days 00:01:07.004000,False,0 days 02:10:35.530000,0 days 02:07:52.937000,0 days 02:12:05.721000,1,Alfa Romeo Racing,,,137.0,2021-12-05 18:40:00.155,Saudi Arabian Grand Prix,,52.0,False,0 days 02:08:37.135000,False,11.0,7,False,2021,262.0,HARD,3.0,RAI,3.0,False,,16.0,0 days 00:01:30.282000,,75.0,0 days 02:12:05.933000
0 days 00:00:32.575000,False,0 days 02:31:17.785000,0 days 02:29:28.621000,0 days 02:31:47.803000,67,Alfa Romeo Racing,,0 days 02:30:45.210000,292.0,2021-12-05 19:01:35.839,Saudi Arabian Grand Prix,,287.0,False,0 days 02:30:02.064000,False,15.0,7,False,2021,284.0,MEDIUM,4.0,RAI,6.0,False,0 days 00:02:19.182000,27.0,0 days 00:00:30.022000,0 days 00:01:16.585000,185.0,0 days 02:31:47.807000
0 days 00:00:51.186000,False,0 days 01:19:43.099000,0 days 01:17:51.325000,0 days 01:20:45.392000,4,Mercedes,,0 days 01:18:51.922000,151.0,2021-12-05 17:49:58.543,Saudi Arabian Grand Prix,,246.0,False,0 days 01:18:11.967000,True,3.0,77,False,2021,93.0,HARD,2.0,BOT,1.0,False,,11.0,0 days 00:01:02.282000,0 days 00:01:00.507000,152.0,0 days 01:20:45.484000
0 days 00:00:58.994000,False,0 days 01:45:12.572000,0 days 01:42:52.932000,0 days 01:46:24.016000,1,Mercedes,,,166.0,2021-12-05 18:15:00.150,Saudi Arabian Grand Prix,,58.0,False,0 days 01:43:04.644000,False,3.0,77,False,2021,120.0,HARD,3.0,BOT,4.0,False,,14.0,0 days 00:01:11.433000,,84.0,0 days 01:46:24.165000
0 days 00:01:01.987000,False,0 days 02:10:17.466000,0 days 02:07:52.937000,0 days 02:11:45.979000,1,Mercedes,,,190.0,2021-12-05 18:40:00.155,Saudi Arabian Grand Prix,,60.0,False,0 days 02:08:10.284000,False,5.0,77,False,2021,140.0,MEDIUM,4.0,BOT,1.0,False,,16.0,0 days 00:01:28.619000,,68.0,0 days 02:11:46.157000
0 days 00:00:55.840000,False,0 days 01:45:45.981000,0 days 01:42:52.932000,0 days 01:47:02.789000,1,Haas F1 Team,,,242.0,2021-12-05 18:15:00.150,Saudi Arabian Grand Prix,,41.0,False,0 days 01:43:57.782000,True,16.0,9,False,2021,238.0,HARD,2.0,MAZ,1.0,False,,14.0,0 days 00:01:16.828000,,75.0,0 days 01:47:02.937000
0 days 00:00:58.118000,False,0 days 01:45:25.667000,0 days 01:42:52.932000,0 days 01:46:43.289000,1,Alfa Romeo Racing,,,217.0,2021-12-05 18:15:00.150,Saudi Arabian Grand Prix,,39.0,False,0 days 01:43:27.961000,True,10.0,99,False,2021,184.0,HARD,2.0,GIO,1.0,False,,14.0,0 days 00:01:17.632000,,68.0,0 days 01:46:43.440000
0 days 00:01:02.210000,False,0 days 02:10:23.438000,0 days 02:07:52.937000,0 days 02:11:53.951000,1,Alfa Romeo Racing,,,163.0,2021-12-05 18:40:00.155,Saudi Arabian Grand Prix,,57.0,False,0 days 02:08:22.221000,False,8.0,99,False,2021,137.0,HARD,3.0,GIO,3.0,False,,16.0,0 days 00:01:30.636000,,65.0,0 days 02:11:54.109000
0 days 00:00:41.894000,False,0 days 01:58:31.860000,0 days 01:57:08.355000,0 days 01:59:05.060000,67,AlphaTauri,,0 days 01:57:49.966000,290.0,2021-12-12 13:58:08.365,Abu Dhabi Grand Prix,,219.0,False,0 days 01:57:29.471000,False,9.0,10,False,2021,308.0,MEDIUM,2.0,GAS,4.0,False,0 days 00:01:56.705000,37.0,0 days 00:00:33.206000,0 days 00:00:41.605000,192.0,0 days 01:59:05.066000
0 days 00:00:41.770000,False,0 days 02:26:19.680000,0 days 02:24:57.763000,0 days 02:26:58.157000,4,AlphaTauri,,0 days 02:25:37.910000,283.0,2021-12-12 14:25:57.773,Abu Dhabi Grand Prix,,204.0,False,0 days 02:25:18.676000,True,7.0,10,False,2021,270.0,SOFT,3.0,GAS,1.0,False,0 days 00:02:00.394000,55.0,0 days 00:00:38.483000,0 days 00:00:40.141000,256.0,0 days 02:26:58.163000
0 days 00:00:38.114000,False,0 days 01:35:12.902000,0 days 01:33:56.701000,0 days 01:35:45.465000,1,Red Bull Racing,,0 days 01:34:34.788000,294.0,2021-12-12 13:34:56.711,Abu Dhabi Grand Prix,,213.0,False,0 days 01:34:17.119000,True,5.0,11,False,2021,295.0,HARD,2.0,PER,1.0,False,0 days 00:01:48.764000,22.0,0 days 00:00:32.572000,0 days 00:00:38.078000,285.0,0 days 01:35:45.474000
0 days 00:00:48.849000,False,0 days 01:58:09.998000,0 days 01:56:42.209000,0 days 01:58:41.916000,67,Red Bull Racing,,0 days 01:57:21.149000,264.0,2021-12-12 13:57:42.219,Abu Dhabi Grand Prix,,221.0,False,0 days 01:57:02.573000,True,3.0,11,False,2021,299.0,HARD,3.0,PER,1.0,False,0 days 00:01:59.707000,37.0,0 days 00:00:31.927000,0 days 00:00:38.931000,244.0,0 days 01:58:41.925000
0 days 00:00:46.980000,False,0 days 02:23:36.804000,0 days 02:22:10.906000,0 days 02:24:17.800000,4,Red Bull Racing,,0 days 02:22:49.824000,242.0,2021-12-12 14:23:10.916,Abu Dhabi Grand Prix,,211.0,False,0 days 02:22:31.269000,False,3.0,11,False,2021,264.0,SOFT,4.0,PER,4.0,False,0 days 00:02:06.894000,54.0,0 days 00:00:41.005000,0 days 00:00:38.909000,228.0,0 days 02:24:17.809000
0 days 00:00:42.653000,False,0 days 01:58:30.069000,0 days 01:57:07.498000,0 days 01:59:03.738000,67,Alpine,,0 days 01:57:47.416000,288.0,2021-12-12 13:58:07.508,Abu Dhabi Grand Prix,,218.0,False,0 days 01:57:27.811000,True,7.0,14,False,2021,326.0,MEDIUM,2.0,ALO,1.0,False,0 days 00:01:56.240000,37.0,0 days 00:00:33.697000,0 days 00:00:39.890000,223.0,0 days 01:59:03.766000
0 days 00:00:38.009000,False,0 days 01:26:26.973000,0 days 01:25:09.680000,0 days 01:27:00.533000,1,Ferrari,,0 days 01:25:48.964000,303.0,2021-12-12 13:26:09.690,Abu Dhabi Grand Prix,,214.0,False,0 days 01:25:31.136000,True,16.0,16,False,2021,317.0,HARD,2.0,LEC,1.0,False,0 days 00:01:50.853000,16.0,0 days 00:00:33.583000,0 days 00:00:39.261000,281.0,0 days 01:27:00.556000
0 days 00:00:47.683000,False,0 days 01:56:52.840000,0 days 01:55:25.627000,0 days 01:57:34.280000,6,Ferrari,,0 days 01:56:05.157000,209.0,2021-12-12 13:56:25.637,Abu Dhabi Grand Prix,,193.0,False,0 days 01:55:45.786000,False,12.0,16,False,2021,185.0,MEDIUM,3.0,LEC,6.0,False,0 days 00:02:08.653000,36.0,0 days 00:00:41.463000,0 days 00:00:39.507000,194.0,0 days 01:57:34.303000
0 days 00:00:39.036000,False,0 days 01:35:45.267000,0 days 01:34:26.951000,0 days 01:36:17.796000,1,Aston Martin,,0 days 01:35:06.231000,293.0,2021-12-12 13:35:26.961,Abu Dhabi Grand Prix,,215.0,False,0 days 01:34:48.146000,True,17.0,18,False,2021,290.0,HARD,2.0,STR,1.0,False,0 days 00:01:50.845000,22.0,0 days 00:00:32.553000,0 days 00:00:39.256000,285.0,0 days 01:36:17.820000
0 days 00:00:50.516000,False,0 days 02:23:27.664000,0 days 02:21:56.661000,0 days 02:24:09.016000,4,Aston Martin,,0 days 02:22:37.148000,223.0,2021-12-12 14:22:56.671,Abu Dhabi Grand Prix,,187.0,False,0 days 02:22:18.311000,True,14.0,18,False,2021,203.0,SOFT,3.0,STR,1.0,False,0 days 00:02:12.355000,53.0,0 days 00:00:41.376000,0 days 00:00:40.463000,244.0,0 days 02:24:09.040000
0 days 00:00:38.499000,False,0 days 01:38:24.510000,0 days 01:37:06.808000,0 days 01:38:57.967000,1,AlphaTauri,,0 days 01:37:46.011000,302.0,2021-12-12 13:38:06.818,Abu Dhabi Grand Prix,,215.0,False,0 days 01:37:28.220000,True,10.0,22,False,2021,300.0,HARD,2.0,TSU,1.0,False,0 days 00:01:51.159000,24.0,0 days 00:00:33.471000,0 days 00:00:39.189000,286.0,0 days 01:38:57.981000
0 days 00:00:40.823000,False,0 days 02:24:23.495000,0 days 02:23:03.410000,0 days 02:24:57.870000,4,AlphaTauri,,0 days 02:23:42.672000,276.0,2021-12-12 14:24:03.420,Abu Dhabi Grand Prix,,207.0,False,0 days 02:23:24.242000,False,7.0,22,False,2021,274.0,SOFT,3.0,TSU,4.0,False,0 days 00:01:54.460000,54.0,0 days 00:00:34.389000,0 days 00:00:39.248000,255.0,0 days 02:24:57.884000
0 days 00:00:38.753000,False,0 days 01:31:05.340000,0 days 01:29:48.662000,0 days 01:31:38.676000,1,McLaren,,0 days 01:30:26.587000,298.0,2021-12-12 13:30:48.672,Abu Dhabi Grand Prix,,213.0,False,0 days 01:30:09.301000,True,17.0,3,False,2021,297.0,HARD,2.0,RIC,1.0,False,0 days 00:01:50.014000,19.0,0 days 00:00:33.329000,0 days 00:00:37.932000,284.0,0 days 01:31:38.669000
0 days 00:00:46.215000,False,0 days 02:23:05.706000,0 days 02:21:39.688000,0 days 02:23:56.152000,4,McLaren,,0 days 02:22:19.491000,167.0,2021-12-12 14:22:39.698,Abu Dhabi Grand Prix,,111.0,False,0 days 02:22:00.729000,False,13.0,3,False,2021,128.0,SOFT,3.0,RIC,4.0,False,0 days 00:02:16.464000,53.0,0 days 00:00:50.439000,0 days 00:00:39.810000,232.0,0 days 02:23:56.145000
0 days 00:00:38.382000,False,0 days 01:26:31.727000,0 days 01:25:15.140000,0 days 01:27:04.654000,1,Alpine,,0 days 01:25:53.345000,306.0,2021-12-12 13:26:15.150,Abu Dhabi Grand Prix,,212.0,False,0 days 01:25:35.784000,False,18.0,31,False,2021,301.0,HARD,2.0,OCO,2.0,False,0 days 00:01:49.514000,16.0,0 days 00:00:32.952000,0 days 00:00:38.180000,285.0,0 days 01:27:04.679000
0 days 00:00:37.535000,False,0 days 01:22:59.188000,0 days 01:21:44.196000,0 days 01:23:31.447000,1,Red Bull Racing,,0 days 01:22:21.653000,319.0,2021-12-12 13:22:44.206,Abu Dhabi Grand Prix,,214.0,False,0 days 01:22:04.336000,True,4.0,33,False,2021,299.0,HARD,2.0,VER,1.0,False,0 days 00:01:47.251000,14.0,0 days 00:00:32.277000,0 days 00:00:37.439000,295.0,0 days 01:23:31.465000
0 days 00:00:48.975000,False,0 days 01:57:37.178000,0 days 01:56:07.959000,0 days 01:58:16.564000,67,Red Bull Racing,,0 days 01:56:48.203000,163.0,2021-12-12 13:57:07.969,Abu Dhabi Grand Prix,,221.0,False,0 days 01:56:28.801000,True,2.0,33,False,2021,209.0,HARD,3.0,VER,1.0,False,0 days 00:02:08.605000,37.0,0 days 00:00:39.404000,0 days 00:00:40.226000,154.0,0 days 01:58:16.582000
0 days 00:00:46.109000,False,0 days 02:23:03.701000,0 days 02:21:38.659000,0 days 02:23:54.032000,4,Red Bull Racing,,0 days 02:22:17.592000,265.0,2021-12-12 14:22:38.669,Abu Dhabi Grand Prix,,108.0,False,0 days 02:21:59.082000,False,2.0,33,False,2021,205.0,SOFT,4.0,VER,4.0,False,0 days 00:02:15.373000,54.0,0 days 00:00:50.349000,0 days 00:00:38.915000,201.0,0 days 02:23:54.050000
0 days 00:00:38.123000,False,0 days 01:29:22.167000,0 days 01:28:06.101000,0 days 01:29:56.263000,1,McLaren,,0 days 01:28:44.044000,317.0,2021-12-12 13:29:06.111,Abu Dhabi Grand Prix,,213.0,False,0 days 01:28:26.456000,True,13.0,4,False,2021,293.0,HARD,2.0,NOR,1.0,False,0 days 00:01:50.162000,18.0,0 days 00:00:34.113000,0 days 00:00:37.926000,288.0,0 days 01:29:56.280000
0 days 00:00:37.421000,False,0 days 02:16:23.297000,0 days 02:15:07.943000,0 days 02:16:55.971000,1,McLaren,,0 days 02:15:45.876000,317.0,2021-12-12 14:16:07.953,Abu Dhabi Grand Prix,,219.0,False,0 days 02:15:29.159000,True,9.0,4,False,2021,315.0,MEDIUM,3.0,NOR,1.0,False,0 days 00:01:48.028000,49.0,0 days 00:00:32.691000,0 days 00:00:37.916000,301.0,0 days 02:16:55.988000
0 days 00:00:37.984000,False,0 days 01:24:22.426000,0 days 01:23:06.061000,0 days 01:24:54.816000,1,Mercedes,,0 days 01:23:44.442000,298.0,2021-12-12 13:24:06.071,Abu Dhabi Grand Prix,,218.0,False,0 days 01:23:26.652000,False,2.0,44,False,2021,295.0,HARD,2.0,HAM,2.0,False,0 days 00:01:48.755000,15.0,0 days 00:00:32.390000,0 days 00:00:38.381000,283.0,0 days 01:24:54.816000
0 days 00:00:38.942000,False,0 days 01:19:14.673000,0 days 01:17:56.950000,0 days 01:19:47.411000,1,Haas F1 Team,,0 days 01:18:35.731000,295.0,2021-12-12 13:18:56.960,Abu Dhabi Grand Prix,,210.0,False,0 days 01:18:18.033000,True,19.0,47,False,2021,292.0,HARD,2.0,MSC,1.0,False,0 days 00:01:50.461000,11.0,0 days 00:00:32.746000,0 days 00:00:38.773000,278.0,0 days 01:19:47.419000
0 days 00:00:48.541000,False,0 days 02:24:12.612000,0 days 02:22:43.668000,0 days 02:24:55.273000,4,Haas F1 Team,,0 days 02:23:24.071000,203.0,2021-12-12 14:23:43.678,Abu Dhabi Grand Prix,,199.0,False,0 days 02:23:04.752000,False,15.0,47,False,2021,180.0,SOFT,3.0,MSC,4.0,False,0 days 00:02:11.605000,53.0,0 days 00:00:42.669000,0 days 00:00:40.395000,231.0,0 days 02:24:55.281000
0 days 00:00:37.891000,False,0 days 01:38:40.095000,0 days 01:37:24.745000,0 days 01:39:14.964000,1,Aston Martin,,0 days 01:38:02.204000,326.0,2021-12-12 13:38:24.755,Abu Dhabi Grand Prix,,215.0,False,0 days 01:37:44.964000,True,16.0,5,False,2021,312.0,HARD,2.0,VET,1.0,False,0 days 00:01:50.219000,24.0,0 days 00:00:34.888000,0 days 00:00:37.440000,287.0,0 days 01:39:14.983000
0 days 00:00:38.428000,False,0 days 01:32:17.497000,0 days 01:31:00.443000,0 days 01:32:50.871000,1,Ferrari,,0 days 01:31:39.069000,304.0,2021-12-12 13:32:00.453,Abu Dhabi Grand Prix,,213.0,False,0 days 01:31:21.633000,True,8.0,55,False,2021,305.0,HARD,2.0,SAI,1.0,False,0 days 00:01:50.428000,20.0,0 days 00:00:33.397000,0 days 00:00:38.603000,284.0,0 days 01:32:50.894000
0 days 00:00:38.563000,False,0 days 01:46:36.290000,0 days 01:45:19.558000,0 days 01:47:09.338000,1,Williams,,0 days 01:45:57.727000,297.0,2021-12-12 13:46:19.568,Abu Dhabi Grand Prix,,215.0,False,0 days 01:45:39.815000,True,17.0,6,False,2021,294.0,HARD,2.0,LAT,1.0,False,0 days 00:01:49.780000,29.0,0 days 00:00:33.054000,0 days 00:00:38.163000,282.0,0 days 01:47:09.344000
0 days 00:00:38.618000,False,0 days 01:35:48.558000,0 days 01:34:31.034000,0 days 01:36:21.756000,1,Alfa Romeo Racing,,0 days 01:35:09.940000,297.0,2021-12-12 13:35:31.044,Abu Dhabi Grand Prix,,211.0,False,0 days 01:34:52.414000,True,18.0,7,False,2021,296.0,HARD,2.0,RAI,1.0,False,0 days 00:01:50.722000,22.0,0 days 00:00:33.227000,0 days 00:00:38.877000,286.0,0 days 01:36:21.785000
0 days 00:00:37.997000,False,0 days 01:48:48.363000,0 days 01:47:31.788000,0 days 01:49:22.030000,1,Mercedes,,0 days 01:48:10.366000,321.0,2021-12-12 13:48:31.798,Abu Dhabi Grand Prix,,216.0,False,0 days 01:47:52.478000,False,9.0,77,False,2021,286.0,HARD,2.0,BOT,2.0,False,0 days 00:01:50.242000,31.0,0 days 00:00:33.670000,0 days 00:00:38.575000,287.0,0 days 01:49:22.033000
0 days 00:00:38.974000,False,0 days 01:29:40.190000,0 days 01:28:21.839000,0 days 01:30:13.234000,1,Alfa Romeo Racing,,0 days 01:29:01.216000,296.0,2021-12-12 13:29:21.849,Abu Dhabi Grand Prix,,215.0,False,0 days 01:28:43.071000,True,18.0,99,False,2021,298.0,HARD,2.0,GIO,1.0,False,0 days 00:01:51.395000,18.0,0 days 00:00:33.064000,0 days 00:00:39.357000,282.0,0 days 01:30:13.254000
0 days 00:00:41.511000,False,0 days 01:29:06.311000,0 days 01:27:31.985000,0 days 01:29:29.839000,1,Red Bull Racing,,0 days 01:28:24.800000,212.0,2024-03-02 15:31:14.416,Bahrain Grand Prix,,277.0,False,0 days 01:27:55.379000,True,1.0,1,False,2024,252.0,HARD,2.0,VER,1.0,False,0 days 00:01:57.854000,18.0,0 days 00:00:23.528000,0 days 00:00:52.815000,232.0,0 days 01:29:29.839000
0 days 00:00:41.562000,False,0 days 02:01:22.600000,0 days 01:59:49.512000,0 days 02:01:45.957000,1,Red Bull Racing,,0 days 02:00:41.038000,217.0,2024-03-02 16:03:31.943,Bahrain Grand Prix,,280.0,False,0 days 02:00:12.014000,True,1.0,1,False,2024,258.0,SOFT,3.0,VER,1.0,False,0 days 00:01:56.445000,38.0,0 days 00:00:23.357000,0 days 00:00:51.526000,236.0,0 days 02:01:45.957000
0 days 00:00:42.371000,False,0 days 01:19:35.172000,0 days 01:18:01.644000,0 days 01:19:59.115000,1,Ferrari,,0 days 01:18:52.801000,220.0,2024-03-02 15:21:44.075,Bahrain Grand Prix,,283.0,False,0 days 01:18:23.940000,True,13.0,16,False,2024,257.0,HARD,2.0,LEC,1.0,False,0 days 00:01:57.471000,12.0,0 days 00:00:23.922000,0 days 00:00:51.178000,234.0,0 days 01:19:59.094000
0 days 00:00:41.260000,False,0 days 01:57:06.504000,0 days 01:55:33.584000,0 days 01:57:29.750000,1,Ferrari,,0 days 01:56:25.244000,219.0,2024-03-02 15:59:16.015,Bahrain Grand Prix,,289.0,False,0 days 01:55:55.941000,True,6.0,16,False,2024,265.0,HARD,3.0,LEC,1.0,False,0 days 00:01:56.166000,35.0,0 days 00:00:23.225000,0 days 00:00:51.681000,235.0,0 days 01:57:29.729000
0 days 00:00:42.189000,False,0 days 01:19:32.867000,0 days 01:17:58.104000,0 days 01:19:56.564000,1,Mercedes,,0 days 01:18:50.678000,215.0,2024-03-02 15:21:40.535,Bahrain Grand Prix,,281.0,False,0 days 01:18:21.160000,True,11.0,63,False,2024,254.0,HARD,2.0,RUS,1.0,False,0 days 00:01:58.460000,12.0,0 days 00:00:23.701000,0 days 00:00:52.570000,229.0,0 days 01:19:56.568000
0 days 00:00:41.641000,False,0 days 01:52:15.284000,0 days 01:50:41.488000,0 days 01:52:38.755000,1,Mercedes,,0 days 01:51:33.643000,217.0,2024-03-02 15:54:23.919,Bahrain Grand Prix,,282.0,False,0 days 01:51:04.687000,True,9.0,63,False,2024,257.0,HARD,3.0,RUS,1.0,False,0 days 00:01:57.267000,32.0,0 days 00:00:23.475000,0 days 00:00:52.151000,230.0,0 days 01:52:38.759000
0 days 00:00:42.013000,False,0 days 01:24:26.281000,0 days 01:22:52.582000,0 days 01:24:49.807000,1,Ferrari,,0 days 01:23:44.268000,220.0,2024-03-02 15:26:35.013,Bahrain Grand Prix,,286.0,False,0 days 01:23:15.387000,True,7.0,55,False,2024,252.0,HARD,2.0,SAI,1.0,False,0 days 00:01:57.225000,15.0,0 days 00:00:23.556000,0 days 00:00:51.656000,236.0,0 days 01:24:49.837000
0 days 00:00:41.528000,False,0 days 01:58:30.783000,0 days 01:56:58.373000,0 days 01:58:53.993000,1,Ferrari,,0 days 01:57:49.255000,222.0,2024-03-02 16:00:40.804,Bahrain Grand Prix,,280.0,False,0 days 01:57:20.500000,True,3.0,55,False,2024,250.0,HARD,3.0,SAI,1.0,False,0 days 00:01:55.620000,36.0,0 days 00:00:23.240000,0 days 00:00:50.852000,237.0,0 days 01:58:54.023000
0 days 00:00:41.803000,False,0 days 01:21:10.404000,0 days 01:19:36.704000,0 days 01:21:34.328000,1,Red Bull Racing,,0 days 01:20:28.601000,217.0,2024-03-02 15:23:19.135,Bahrain Grand Prix,,288.0,False,0 days 01:19:59.484000,True,8.0,11,False,2024,260.0,HARD,2.0,PER,1.0,False,0 days 00:01:57.624000,13.0,0 days 00:00:23.925000,0 days 00:00:51.896000,231.0,0 days 01:21:34.329000
0 days 00:00:41.214000,False,0 days 02:00:04.184000,0 days 01:58:31.873000,0 days 02:00:27.681000,1,Red Bull Racing,,0 days 01:59:22.970000,223.0,2024-03-02 16:02:14.304,Bahrain Grand Prix,,280.0,False,0 days 01:58:54.639000,True,2.0,11,False,2024,254.0,SOFT,3.0,PER,1.0,False,0 days 00:01:55.808000,37.0,0 days 00:00:23.498000,0 days 00:00:51.096000,237.0,0 days 02:00:27.682000
0 days 00:00:42.357000,False,0 days 01:26:18.643000,0 days 01:24:43.821000,0 days 01:26:42.635000,1,Aston Martin,,0 days 01:25:36.286000,220.0,2024-03-02 15:28:26.252,Bahrain Grand Prix,,284.0,False,0 days 01:25:06.892000,True,10.0,14,False,2024,237.0,HARD,2.0,ALO,1.0,False,0 days 00:01:58.814000,16.0,0 days 00:00:23.995000,0 days 00:00:52.462000,233.0,0 days 01:26:42.638000
0 days 00:00:41.387000,False,0 days 02:08:51.537000,0 days 02:07:18.070000,0 days 02:09:14.969000,1,Aston Martin,,0 days 02:08:10.150000,221.0,2024-03-02 16:11:00.501,Bahrain Grand Prix,,281.0,False,0 days 02:07:41.382000,True,11.0,14,False,2024,239.0,HARD,3.0,ALO,1.0,False,0 days 00:01:56.899000,42.0,0 days 00:00:23.435000,0 days 00:00:52.077000,234.0,0 days 02:09:14.972000
0 days 00:00:42.243000,False,0 days 01:22:54.140000,0 days 01:21:20.214000,0 days 01:23:17.984000,1,McLaren,,0 days 01:22:11.897000,220.0,2024-03-02 15:25:02.645,Bahrain Grand Prix,,278.0,False,0 days 01:21:42.671000,True,9.0,4,False,2024,246.0,HARD,2.0,NOR,1.0,False,0 days 00:01:57.770000,14.0,0 days 00:00:23.846000,0 days 00:00:51.681000,232.0,0 days 01:23:17.986000
0 days 00:00:41.547000,False,0 days 01:55:32.834000,0 days 01:53:59.416000,0 days 01:55:56.314000,1,McLaren,,0 days 01:54:51.287000,218.0,2024-03-02 15:57:41.847,Bahrain Grand Prix,,282.0,False,0 days 01:54:22.389000,True,8.0,4,False,2024,246.0,HARD,3.0,NOR,1.0,False,0 days 00:01:56.898000,34.0,0 days 00:00:23.482000,0 days 00:00:51.869000,235.0,0 days 01:55:56.316000
0 days 00:00:42.241000,False,0 days 01:21:19.332000,0 days 01:19:44.345000,0 days 01:21:43.034000,1,McLaren,,0 days 01:20:37.091000,218.0,2024-03-02 15:23:26.776,Bahrain Grand Prix,,278.0,False,0 days 01:20:08.021000,True,11.0,81,False,2024,254.0,HARD,2.0,PIA,1.0,False,0 days 00:01:58.689000,13.0,0 days 00:00:23.713000,0 days 00:00:52.735000,234.0,0 days 01:21:43.045000
