Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,race_round,RaceName
0 days 01:16:52.744000,STR,18,0 days 00:01:42.580000,10.0,2.0,0 days 01:15:30.326000,,0 days 00:00:48.829000,0 days 00:00:30.216000,0 days 00:00:23.535000,0 days 01:15:58.999000,0 days 01:16:29.215000,0 days 01:16:52.750000,276.0,235.0,243.0,,False,HARD,6.0,False,Aston Martin,0 days 01:15:10.164000,2023-07-23 13:16:12.192,1,15.0,False,,False,False,11,Hungarian Grand Prix
0 days 01:52:48.249000,STR,18,0 days 00:01:45.700000,35.0,3.0,0 days 01:51:23.231000,,0 days 00:00:49.472000,0 days 00:00:32.042000,0 days 00:00:24.186000,0 days 01:51:52.027000,0 days 01:52:24.069000,0 days 01:52:48.255000,269.0,235.0,251.0,,False,HARD,5.0,False,Aston Martin,0 days 01:51:02.549000,2023-07-23 13:52:04.577,1,15.0,False,,False,False,11,Hungarian Grand Prix
0 days 01:15:30.556000,ALB,23,0 days 00:01:42.711000,9.0,2.0,0 days 01:14:08.186000,,0 days 00:00:48.959000,0 days 00:00:30.263000,0 days 00:00:23.489000,0 days 01:14:36.830000,0 days 01:15:07.093000,0 days 01:15:30.582000,269.0,236.0,245.0,,False,HARD,4.0,False,Williams,0 days 01:13:47.845000,2023-07-23 13:14:49.873,1,18.0,False,,False,False,11,Hungarian Grand Prix
0 days 01:48:37.944000,ALB,23,0 days 00:01:43.771000,32.0,3.0,0 days 01:47:14.173000,,0 days 00:00:49.099000,0 days 00:00:31.043000,0 days 00:00:23.629000,0 days 01:47:43.298000,0 days 01:48:14.341000,0 days 01:48:37.970000,272.0,233.0,248.0,,False,HARD,1.0,True,Williams,0 days 01:46:54.173000,2023-07-23 13:47:56.201,1,17.0,False,,False,False,11,Hungarian Grand Prix
0 days 01:16:55.068000,BOT,77,0 days 00:01:43.443000,10.0,2.0,0 days 01:15:31.998000,,0 days 00:00:49.219000,0 days 00:00:30.568000,0 days 00:00:23.656000,0 days 01:16:00.867000,0 days 01:16:31.435000,0 days 01:16:55.091000,276.0,233.0,244.0,,False,HARD,6.0,False,Alfa Romeo,0 days 01:15:11.625000,2023-07-23 13:16:13.653,1,16.0,False,,False,False,11,Hungarian Grand Prix
0 days 02:01:24.106000,BOT,77,0 days 00:01:45.010000,41.0,3.0,0 days 02:00:00.784000,,0 days 00:00:50.593000,0 days 00:00:30.685000,0 days 00:00:23.732000,0 days 02:00:29.712000,0 days 02:01:00.397000,0 days 02:01:24.129000,276.0,237.0,248.0,,False,HARD,4.0,False,Alfa Romeo,0 days 01:59:39.096000,2023-07-23 14:00:41.124,1,13.0,False,,False,False,11,Hungarian Grand Prix
0 days 01:29:55.118000,RIC,3,0 days 00:01:44.503000,19.0,2.0,0 days 01:28:30.843000,,0 days 00:00:49.268000,0 days 00:00:31.158000,0 days 00:00:24.077000,0 days 01:28:59.897000,0 days 01:29:31.055000,0 days 01:29:55.132000,275.0,228.0,244.0,,False,HARD,4.0,False,AlphaTauri,0 days 01:28:10.615000,2023-07-23 13:29:12.643,1,18.0,False,,False,False,11,Hungarian Grand Prix
0 days 01:45:55.903000,RIC,3,0 days 00:01:42.809000,30.0,3.0,0 days 01:44:33.551000,,0 days 00:00:48.873000,0 days 00:00:30.269000,0 days 00:00:23.667000,0 days 01:45:01.981000,0 days 01:45:32.250000,0 days 01:45:55.917000,277.0,235.0,245.0,,False,MEDIUM,4.0,False,AlphaTauri,0 days 01:44:13.094000,2023-07-23 13:45:15.122,1,18.0,False,,False,False,11,Hungarian Grand Prix
0 days 01:26:56.336000,HUL,27,0 days 00:01:44.661000,17.0,2.0,0 days 01:25:32.846000,,0 days 00:00:49.880000,0 days 00:00:30.874000,0 days 00:00:23.907000,0 days 01:26:01.555000,0 days 01:26:32.429000,0 days 01:26:56.336000,273.0,230.0,245.0,,False,HARD,4.0,False,Haas F1 Team,0 days 01:25:11.675000,2023-07-23 13:26:13.703,1,15.0,False,,False,False,11,Hungarian Grand Prix
0 days 01:58:41.619000,HUL,27,0 days 00:01:43.179000,39.0,3.0,0 days 01:57:18.662000,,0 days 00:00:48.686000,0 days 00:00:30.962000,0 days 00:00:23.531000,0 days 01:57:47.126000,0 days 01:58:18.088000,0 days 01:58:41.619000,276.0,231.0,249.0,,False,HARD,6.0,False,Haas F1 Team,0 days 01:56:58.440000,2023-07-23 13:58:00.468,1,16.0,False,,False,False,11,Hungarian Grand Prix
0 days 01:16:59.051000,TSU,22,0 days 00:01:48.197000,10.0,2.0,0 days 01:15:35.263000,,0 days 00:00:53.629000,0 days 00:00:30.946000,0 days 00:00:23.622000,0 days 01:16:04.483000,0 days 01:16:35.429000,0 days 01:16:59.051000,275.0,233.0,244.0,,False,HARD,4.0,False,AlphaTauri,0 days 01:15:10.854000,2023-07-23 13:16:12.882,1,18.0,False,,False,False,11,Hungarian Grand Prix
0 days 02:07:16.655000,TSU,22,0 days 00:01:42.640000,45.0,3.0,0 days 02:05:53.419000,,0 days 00:00:48.346000,0 days 00:00:30.798000,0 days 00:00:23.496000,0 days 02:06:22.361000,0 days 02:06:53.159000,0 days 02:07:16.655000,274.0,234.0,246.0,,False,MEDIUM,1.0,True,AlphaTauri,0 days 02:05:34.015000,2023-07-23 14:06:36.043,1,16.0,False,,False,False,11,Hungarian Grand Prix
0 days 01:18:30.790000,ZHO,24,0 days 00:01:49.938000,11.0,2.0,0 days 01:17:08.308000,,0 days 00:00:56.478000,0 days 00:00:30.106000,0 days 00:00:23.354000,0 days 01:17:37.342000,0 days 01:18:07.448000,0 days 01:18:30.802000,271.0,238.0,244.0,,False,HARD,6.0,False,Alfa Romeo,0 days 01:16:40.852000,2023-07-23 13:17:42.880,1,18.0,False,,False,False,11,Hungarian Grand Prix
0 days 01:58:49.865000,ZHO,24,0 days 00:01:46.894000,39.0,3.0,0 days 01:57:24.068000,,0 days 00:00:51.798000,0 days 00:00:31.179000,0 days 00:00:23.917000,0 days 01:57:54.781000,0 days 01:58:25.960000,0 days 01:58:49.877000,266.0,238.0,247.0,,False,HARD,6.0,False,Alfa Romeo,0 days 01:57:02.971000,2023-07-23 13:58:04.999,1,18.0,False,,False,False,11,Hungarian Grand Prix
0 days 01:24:08.738000,MAG,20,0 days 00:01:44.286000,15.0,2.0,0 days 01:22:45.443000,,0 days 00:00:49.929000,0 days 00:00:30.637000,0 days 00:00:23.720000,0 days 01:23:14.381000,0 days 01:23:45.018000,0 days 01:24:08.738000,273.0,234.0,246.0,,False,HARD,4.0,False,Haas F1 Team,0 days 01:22:24.452000,2023-07-23 13:23:26.480,1,17.0,False,,False,False,11,Hungarian Grand Prix
0 days 02:03:16.229000,MAG,20,0 days 00:01:43.525000,42.0,3.0,0 days 02:01:53.142000,,0 days 00:00:49.105000,0 days 00:00:30.706000,0 days 00:00:23.714000,0 days 02:02:21.809000,0 days 02:02:52.515000,0 days 02:03:16.229000,273.0,234.0,246.0,,False,HARD,6.0,False,Haas F1 Team,0 days 02:01:32.704000,2023-07-23 14:02:34.732,1,18.0,False,,False,False,11,Hungarian Grand Prix
0 days 01:22:45.211000,SAR,2,0 days 00:01:45.893000,14.0,2.0,0 days 01:21:21.569000,,0 days 00:00:51.358000,0 days 00:00:30.749000,0 days 00:00:23.786000,0 days 01:21:50.698000,0 days 01:22:21.447000,0 days 01:22:45.233000,273.0,239.0,247.0,,False,HARD,4.0,False,Williams,0 days 01:20:59.318000,2023-07-23 13:22:01.346,1,18.0,False,,False,False,11,Hungarian Grand Prix
0 days 01:53:06.720000,SAR,2,0 days 00:01:42.497000,35.0,3.0,0 days 01:51:44.715000,,0 days 00:00:49.421000,0 days 00:00:29.788000,0 days 00:00:23.288000,0 days 01:52:13.666000,0 days 01:52:43.454000,0 days 01:53:06.742000,271.0,240.0,247.0,,False,HARD,1.0,True,Williams,0 days 01:51:24.223000,2023-07-23 13:52:26.251,1,18.0,False,,False,False,11,Hungarian Grand Prix
0 days 01:31:12.038000,VER,1,0 days 00:02:03.986000,15.0,2.0,0 days 01:29:27.018000,,0 days 00:00:46.294000,0 days 00:00:48.059000,0 days 00:00:29.633000,0 days 01:29:54.376000,0 days 01:30:42.435000,0 days 01:31:12.068000,306.0,198.0,213.0,292.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:29:08.052000,2023-07-30 13:30:09.271,1,2.0,False,,False,False,12,Belgian Grand Prix
0 days 02:01:22.736000,VER,1,0 days 00:02:03.585000,31.0,3.0,0 days 01:59:38.280000,,0 days 00:00:46.598000,0 days 00:00:47.145000,0 days 00:00:29.842000,0 days 02:00:05.779000,0 days 02:00:52.924000,0 days 02:01:22.766000,303.0,204.0,216.0,288.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:59:19.151000,2023-07-30 14:00:20.370,1,1.0,False,,False,False,12,Belgian Grand Prix
0 days 01:29:19.304000,PER,11,0 days 00:02:06.242000,14.0,2.0,0 days 01:27:32.801000,,0 days 00:00:47.301000,0 days 00:00:48.841000,0 days 00:00:30.100000,0 days 01:28:00.393000,0 days 01:28:49.234000,0 days 01:29:19.334000,302.0,190.0,213.0,297.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:27:13.062000,2023-07-30 13:28:14.281,1,2.0,False,,False,False,12,Belgian Grand Prix
0 days 01:59:41.790000,PER,11,0 days 00:02:04.522000,30.0,3.0,0 days 01:57:56.062000,,0 days 00:00:46.533000,0 days 00:00:48.161000,0 days 00:00:29.828000,0 days 01:58:23.831000,0 days 01:59:11.992000,0 days 01:59:41.820000,311.0,195.0,216.0,292.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:57:37.268000,2023-07-30 13:58:38.487,1,2.0,False,,False,False,12,Belgian Grand Prix
0 days 01:29:24.976000,LEC,16,0 days 00:02:05.902000,14.0,2.0,0 days 01:27:38.535000,,0 days 00:00:46.961000,0 days 00:00:48.689000,0 days 00:00:30.252000,0 days 01:28:06.143000,0 days 01:28:54.832000,0 days 01:29:25.084000,309.0,196.0,211.0,302.0,False,MEDIUM,1.0,True,Ferrari,0 days 01:27:19.074000,2023-07-30 13:28:20.293,1,3.0,False,,False,False,12,Belgian Grand Prix
0 days 01:57:54.998000,LEC,16,0 days 00:02:03.881000,29.0,3.0,0 days 01:56:10.532000,,0 days 00:00:46.626000,0 days 00:00:47.434000,0 days 00:00:29.821000,0 days 01:56:37.851000,0 days 01:57:25.285000,0 days 01:57:55.106000,301.0,203.0,216.0,304.0,False,SOFT,1.0,True,Ferrari,0 days 01:55:51.117000,2023-07-30 13:56:52.336,1,3.0,False,,False,False,12,Belgian Grand Prix
0 days 01:27:36.039000,HAM,44,0 days 00:02:05.716000,13.0,2.0,0 days 01:25:49.661000,,0 days 00:00:46.489000,0 days 00:00:49.261000,0 days 00:00:29.966000,0 days 01:26:16.872000,0 days 01:27:06.133000,0 days 01:27:36.099000,314.0,191.0,214.0,306.0,False,MEDIUM,1.0,True,Mercedes,0 days 01:25:30.323000,2023-07-30 13:26:31.542,1,4.0,False,,False,False,12,Belgian Grand Prix
0 days 01:56:06.605000,HAM,44,0 days 00:02:03.721000,28.0,3.0,0 days 01:54:22.174000,,0 days 00:00:46.299000,0 days 00:00:47.786000,0 days 00:00:29.636000,0 days 01:54:49.243000,0 days 01:55:37.029000,0 days 01:56:06.665000,318.0,199.0,218.0,302.0,False,SOFT,1.0,True,Mercedes,0 days 01:54:02.884000,2023-07-30 13:55:04.103,1,5.0,False,,False,False,12,Belgian Grand Prix
0 days 02:24:17.631000,HAM,44,0 days 00:02:09.564000,43.0,4.0,0 days 02:22:27.483000,,0 days 00:00:46.618000,0 days 00:00:50.523000,0 days 00:00:32.423000,0 days 02:22:54.745000,0 days 02:23:45.268000,0 days 02:24:17.691000,316.0,188.0,223.0,303.0,False,MEDIUM,1.0,True,Mercedes,0 days 02:22:08.067000,2023-07-30 14:23:09.286,1,4.0,False,,False,False,12,Belgian Grand Prix
0 days 01:23:59.873000,ALO,14,0 days 00:02:08.573000,11.0,2.0,0 days 01:22:10.664000,,0 days 00:00:46.493000,0 days 00:00:51.080000,0 days 00:00:31,0 days 01:22:37.862000,0 days 01:23:28.942000,0 days 01:23:59.942000,316.0,192.0,206.0,301.0,False,MEDIUM,1.0,True,Aston Martin,0 days 01:21:51.300000,2023-07-30 13:22:52.519,1,9.0,False,,False,False,12,Belgian Grand Prix
0 days 02:00:10.566000,ALO,14,0 days 00:02:06.152000,30.0,3.0,0 days 01:58:24.468000,,0 days 00:00:47.257000,0 days 00:00:48.754000,0 days 00:00:30.141000,0 days 01:58:51.740000,0 days 01:59:40.494000,0 days 02:00:10.635000,312.0,196.0,213.0,302.0,False,SOFT,1.0,True,Aston Martin,0 days 01:58:04.414000,2023-07-30 13:59:05.633,1,5.0,False,,False,False,12,Belgian Grand Prix
0 days 01:47:12.626000,RUS,63,0 days 00:02:08.989000,23.0,2.0,0 days 01:45:23.711000,,0 days 00:00:48.167000,0 days 00:00:50.928000,0 days 00:00:29.894000,0 days 01:45:51.839000,0 days 01:46:42.767000,0 days 01:47:12.661000,313.0,195.0,213.0,286.0,False,SOFT,1.0,True,Mercedes,0 days 01:45:03.637000,2023-07-30 13:46:04.856,1,15.0,False,,False,False,12,Belgian Grand Prix
0 days 01:14:39.485000,NOR,4,0 days 00:02:09.109000,6.0,2.0,0 days 01:12:51.639000,,0 days 00:00:49.442000,0 days 00:00:49.098000,0 days 00:00:30.569000,0 days 01:13:19.818000,0 days 01:14:08.916000,0 days 01:14:39.485000,293.0,194.0,200.0,294.0,False,HARD,1.0,True,McLaren,0 days 01:12:30.376000,2023-07-30 13:13:31.595,1,17.0,False,,False,False,12,Belgian Grand Prix
0 days 01:37:46.610000,NOR,4,0 days 00:02:06.244000,18.0,3.0,0 days 01:36:00.389000,,0 days 00:00:47.580000,0 days 00:00:48.356000,0 days 00:00:30.308000,0 days 01:36:27.946000,0 days 01:37:16.302000,0 days 01:37:46.610000,300.0,198.0,211.0,299.0,False,SOFT,1.0,True,McLaren,0 days 01:35:40.366000,2023-07-30 13:36:41.585,1,19.0,False,,False,False,12,Belgian Grand Prix
0 days 01:16:33.015000,OCO,31,0 days 00:02:06.224000,7.0,2.0,0 days 01:14:46.122000,,0 days 00:00:46.025000,0 days 00:00:50.075000,0 days 00:00:30.124000,0 days 01:15:12.836000,0 days 01:16:02.911000,0 days 01:16:33.035000,327.0,194.0,213.0,309.0,False,MEDIUM,1.0,True,Alpine,0 days 01:14:26.791000,2023-07-30 13:15:28.010,1,17.0,False,,False,False,12,Belgian Grand Prix
0 days 01:52:58.870000,OCO,31,0 days 00:02:05.354000,26.0,3.0,0 days 01:51:13.113000,,0 days 00:00:46.555000,0 days 00:00:48.725000,0 days 00:00:30.074000,0 days 01:51:40.091000,0 days 01:52:28.816000,0 days 01:52:58.890000,310.0,195.0,216.0,308.0,False,SOFT,1.0,True,Alpine,0 days 01:50:53.516000,2023-07-30 13:51:54.735,1,12.0,False,,False,False,12,Belgian Grand Prix
0 days 01:43:29.212000,STR,18,0 days 00:02:13.650000,21.0,2.0,0 days 01:41:37.213000,,0 days 00:00:49.155000,0 days 00:00:52.321000,0 days 00:00:32.174000,0 days 01:42:04.782000,0 days 01:42:57.103000,0 days 01:43:29.277000,317.0,177.0,213.0,301.0,False,SOFT,1.0,True,Aston Martin,0 days 01:41:15.562000,2023-07-30 13:42:16.781,1,18.0,False,,False,False,12,Belgian Grand Prix
0 days 01:22:08.747000,TSU,22,0 days 00:02:06.819000,10.0,2.0,0 days 01:20:20.821000,,0 days 00:00:46.335000,0 days 00:00:50.727000,0 days 00:00:29.757000,0 days 01:20:48.308000,0 days 01:21:39.035000,0 days 01:22:08.792000,316.0,194.0,214.0,305.0,False,MEDIUM,1.0,True,AlphaTauri,0 days 01:20:01.928000,2023-07-30 13:21:03.147,1,11.0,False,,False,False,12,Belgian Grand Prix
0 days 01:51:02.133000,TSU,22,0 days 00:02:06.716000,25.0,3.0,0 days 01:49:14.411000,,0 days 00:00:46.242000,0 days 00:00:50.341000,0 days 00:00:30.133000,0 days 01:49:41.704000,0 days 01:50:32.045000,0 days 01:51:02.178000,321.0,195.0,210.0,300.0,False,SOFT,1.0,True,AlphaTauri,0 days 01:48:55.417000,2023-07-30 13:49:56.636,1,11.0,False,,False,False,12,Belgian Grand Prix
0 days 01:49:12.950000,GAS,10,0 days 00:02:09.405000,24.0,2.0,0 days 01:47:25.460000,,0 days 00:00:49.650000,0 days 00:00:49.897000,0 days 00:00:29.858000,0 days 01:47:53.227000,0 days 01:48:43.124000,0 days 01:49:12.982000,325.0,193.0,218.0,297.0,False,MEDIUM,1.0,True,Alpine,0 days 01:47:03.545000,2023-07-30 13:48:04.764,1,17.0,False,,False,False,12,Belgian Grand Prix
0 days 01:16:34.501000,BOT,77,0 days 00:02:06.796000,7.0,2.0,0 days 01:14:47.325000,,0 days 00:00:45.746000,0 days 00:00:50.863000,0 days 00:00:30.187000,0 days 01:15:13.494000,0 days 01:16:04.357000,0 days 01:16:34.544000,333.0,193.0,214.0,314.0,False,MEDIUM,1.0,True,Alfa Romeo,0 days 01:14:27.705000,2023-07-30 13:15:28.924,1,19.0,False,,False,False,12,Belgian Grand Prix
0 days 01:51:10.248000,BOT,77,0 days 00:02:04.853000,25.0,3.0,0 days 01:49:25.443000,,0 days 00:00:47.045000,0 days 00:00:48.103000,0 days 00:00:29.705000,0 days 01:49:52.483000,0 days 01:50:40.586000,0 days 01:51:10.291000,304.0,194.0,215.0,304.0,False,MEDIUM,1.0,True,Alfa Romeo,0 days 01:49:05.395000,2023-07-30 13:50:06.614,1,15.0,False,,False,False,12,Belgian Grand Prix
0 days 01:18:31.418000,ZHO,24,0 days 00:02:07.212000,8.0,2.0,0 days 01:16:44.902000,,0 days 00:00:47.983000,0 days 00:00:49.317000,0 days 00:00:29.912000,0 days 01:17:12.207000,0 days 01:18:01.524000,0 days 01:18:31.436000,313.0,196.0,213.0,305.0,False,MEDIUM,1.0,True,Alfa Romeo,0 days 01:16:24.206000,2023-07-30 13:17:25.425,1,19.0,False,,False,False,12,Belgian Grand Prix
0 days 01:53:10.554000,ZHO,24,0 days 00:02:06.229000,26.0,3.0,0 days 01:51:24.629000,,0 days 00:00:47.581000,0 days 00:00:48.877000,0 days 00:00:29.771000,0 days 01:51:51.924000,0 days 01:52:40.801000,0 days 01:53:10.572000,315.0,199.0,214.0,307.0,False,SOFT,1.0,True,Alfa Romeo,0 days 01:51:04.325000,2023-07-30 13:52:05.544,1,18.0,False,,False,False,12,Belgian Grand Prix
0 days 01:18:24.719000,ALB,23,0 days 00:02:07.310000,8.0,2.0,0 days 01:16:38.667000,,0 days 00:00:47.300000,0 days 00:00:49.993000,0 days 00:00:30.017000,0 days 01:17:04.771000,0 days 01:17:54.764000,0 days 01:18:24.781000,340.0,190.0,215.0,314.0,False,MEDIUM,1.0,True,Williams,0 days 01:16:17.409000,2023-07-30 13:17:18.628,1,13.0,False,,False,False,12,Belgian Grand Prix
0 days 01:49:11.792000,ALB,23,0 days 00:02:06.441000,24.0,3.0,0 days 01:47:25.210000,,0 days 00:00:46.752000,0 days 00:00:49.950000,0 days 00:00:29.739000,0 days 01:47:52.165000,0 days 01:48:42.115000,0 days 01:49:11.854000,326.0,194.0,217.0,310.0,False,MEDIUM,1.0,True,Williams,0 days 01:47:05.351000,2023-07-30 13:48:06.570,1,15.0,False,,False,False,12,Belgian Grand Prix
0 days 02:08:14.907000,ALB,23,0 days 00:02:05.488000,34.0,4.0,0 days 02:06:29.197000,,0 days 00:00:46.409000,0 days 00:00:49.556000,0 days 00:00:29.523000,0 days 02:06:55.890000,0 days 02:07:45.446000,0 days 02:08:14.969000,324.0,197.0,218.0,312.0,False,SOFT,1.0,True,Williams,0 days 02:06:09.419000,2023-07-30 14:07:10.638,1,18.0,False,,False,False,12,Belgian Grand Prix
0 days 01:14:40.260000,MAG,20,0 days 00:02:06.556000,6.0,2.0,0 days 01:12:53.607000,,0 days 00:00:46.716000,0 days 00:00:49.788000,0 days 00:00:30.052000,0 days 01:13:20.474000,0 days 01:14:10.262000,0 days 01:14:40.314000,337.0,194.0,214.0,304.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 01:12:33.704000,2023-07-30 13:13:34.923,1,18.0,False,,False,False,12,Belgian Grand Prix
0 days 01:53:03.564000,MAG,20,0 days 00:02:05.615000,26.0,3.0,0 days 01:51:17.816000,,0 days 00:00:46.622000,0 days 00:00:49.073000,0 days 00:00:29.920000,0 days 01:51:44.625000,0 days 01:52:33.698000,0 days 01:53:03.618000,309.0,193.0,215.0,308.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 01:50:57.949000,2023-07-30 13:51:59.168,1,14.0,False,,False,False,12,Belgian Grand Prix
0 days 01:14:41.693000,RIC,3,0 days 00:02:07.338000,6.0,2.0,0 days 01:12:53.482000,,0 days 00:00:46.309000,0 days 00:00:50.981000,0 days 00:00:30.048000,0 days 01:13:20.709000,0 days 01:14:11.690000,0 days 01:14:41.738000,301.0,191.0,211.0,307.0,False,MEDIUM,1.0,True,AlphaTauri,0 days 01:12:34.355000,2023-07-30 13:13:35.574,1,19.0,False,,False,False,12,Belgian Grand Prix
0 days 01:47:31.519000,RIC,3,0 days 00:02:09.835000,23.0,3.0,0 days 01:45:41.258000,,0 days 00:00:47.005000,0 days 00:00:52.076000,0 days 00:00:30.754000,0 days 01:46:08.734000,0 days 01:47:00.810000,0 days 01:47:31.564000,314.0,186.0,213.0,286.0,False,MEDIUM,1.0,True,AlphaTauri,0 days 01:45:21.684000,2023-07-30 13:46:22.903,1,18.0,False,,False,False,12,Belgian Grand Prix
0 days 01:20:24.518000,SAR,2,0 days 00:02:07.068000,9.0,2.0,0 days 01:18:37.275000,,0 days 00:00:46.033000,0 days 00:00:50.928000,0 days 00:00:30.107000,0 days 01:19:03.527000,0 days 01:19:54.455000,0 days 01:20:24.562000,347.0,188.0,214.0,314.0,False,MEDIUM,1.0,True,Williams,0 days 01:18:17.450000,2023-07-30 13:19:18.669,1,19.0,True,TRACK LIMITS AT TURN 9 LAP 9 ,False,False,12,Belgian Grand Prix
0 days 01:51:17.691000,SAR,2,0 days 00:02:05.126000,25.0,3.0,0 days 01:49:32.817000,,0 days 00:00:46.675000,0 days 00:00:48.766000,0 days 00:00:29.685000,0 days 01:49:59.284000,0 days 01:50:48.050000,0 days 01:51:17.735000,328.0,192.0,217.0,311.0,False,MEDIUM,1.0,True,Williams,0 days 01:49:12.565000,2023-07-30 13:50:13.784,1,18.0,False,,False,False,12,Belgian Grand Prix
0 days 02:10:16.830000,SAR,2,0 days 00:02:04.478000,35.0,4.0,0 days 02:08:31.758000,,0 days 00:00:45.786000,0 days 00:00:49.126000,0 days 00:00:29.566000,0 days 02:08:58.182000,0 days 02:09:47.308000,0 days 02:10:16.874000,327.0,191.0,217.0,312.0,False,SOFT,1.0,True,Williams,0 days 02:08:12.352000,2023-07-30 14:09:13.571,1,18.0,False,,False,False,12,Belgian Grand Prix
0 days 01:04:48.085000,HUL,27,0 days 00:02:03.270000,1.0,1.0,0 days 01:02:58.098000,,,0 days 00:00:52.068000,0 days 00:00:30,,0 days 01:04:18.238000,0 days 01:04:48.144000,315.0,193.0,214.0,276.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 01:02:44.614000,2023-07-30 13:03:45.833,1,17.0,False,,False,False,12,Belgian Grand Prix
0 days 01:28:06.077000,HUL,27,0 days 00:02:07.044000,13.0,2.0,0 days 01:26:19.880000,,0 days 00:00:47.674000,0 days 00:00:49.078000,0 days 00:00:30.292000,0 days 01:26:46.766000,0 days 01:27:35.844000,0 days 01:28:06.136000,307.0,191.0,212.0,304.0,False,SOFT,1.0,True,Haas F1 Team,0 days 01:25:59.033000,2023-07-30 13:27:00.252,1,19.0,False,,False,False,12,Belgian Grand Prix
0 days 01:51:14.632000,HUL,27,0 days 00:02:07.746000,25.0,3.0,0 days 01:49:28.411000,,0 days 00:00:48.023000,0 days 00:00:49.821000,0 days 00:00:29.902000,0 days 01:49:54.968000,0 days 01:50:44.789000,0 days 01:51:14.691000,321.0,190.0,219.0,306.0,False,SOFT,1.0,True,Haas F1 Team,0 days 01:49:06.886000,2023-07-30 13:50:08.105,1,17.0,False,,False,False,12,Belgian Grand Prix
0 days 01:18:30.236000,SAI,55,0 days 00:02:06.929000,8.0,2.0,0 days 01:16:42.871000,,0 days 00:00:46.545000,0 days 00:00:50.217000,0 days 00:00:30.167000,0 days 01:17:09.924000,0 days 01:18:00.141000,0 days 01:18:30.308000,315.0,193.0,211.0,307.0,False,MEDIUM,1.0,True,Ferrari,0 days 01:16:23.307000,2023-07-30 13:17:24.526,1,18.0,False,,False,False,12,Belgian Grand Prix
0 days 01:07:13.302000,VER,1,0 days 00:01:48.658000,3.0,2.0,0 days 01:05:45.581000,,0 days 00:00:49.822000,0 days 00:00:30.905000,0 days 00:00:27.931000,0 days 01:06:16.616000,0 days 01:06:47.521000,0 days 01:07:15.452000,255.0,256.0,286.0,,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 01:05:24.644000,2023-08-27 13:06:25.018,1,5.0,False,,False,False,13,Dutch Grand Prix
0 days 01:20:01.927000,VER,1,0 days 00:01:38.034000,12.0,3.0,0 days 01:18:43.770000,,0 days 00:00:46.130000,0 days 00:00:27.928000,0 days 00:00:23.976000,0 days 01:19:12.173000,0 days 01:19:40.101000,0 days 01:20:04.077000,281.0,261.0,291.0,,False,SOFT,1.0,True,Red Bull Racing,0 days 01:18:23.893000,2023-08-27 13:19:24.267,1,2.0,False,,False,False,13,Dutch Grand Prix
0 days 02:12:23.746000,VER,1,0 days 00:01:32.004000,50.0,4.0,0 days 02:11:11.011000,,0 days 00:00:43.637000,0 days 00:00:26.073000,0 days 00:00:22.294000,0 days 02:11:37.529000,0 days 02:12:03.602000,0 days 02:12:25.896000,285.0,264.0,295.0,,False,SOFT,2.0,False,Red Bull Racing,0 days 02:10:51.742000,2023-08-27 14:11:52.116,1,1.0,False,,False,False,13,Dutch Grand Prix
0 days 02:27:53.384000,VER,1,0 days 00:01:42.950000,62.0,5.0,0 days 02:26:30.432000,,0 days 00:00:48.912000,0 days 00:00:28.855000,0 days 00:00:25.183000,0 days 02:27:01.496000,0 days 02:27:30.351000,0 days 02:27:55.534000,276.0,262.0,292.0,,False,INTERMEDIATE,13.0,False,Red Bull Racing,0 days 02:26:10.434000,2023-08-27 14:27:10.808,1,1.0,False,,False,False,13,Dutch Grand Prix
0 days 02:31:50.968000,VER,1,0 days 00:02:25.016000,64.0,6.0,0 days 02:29:46.945000,0 days 02:31:50.880000,0 days 00:01:00.299000,0 days 00:00:41.195000,0 days 00:00:43.522000,0 days 02:30:28.401000,0 days 02:31:09.596000,0 days 02:31:53.118000,171.0,177.0,,,False,WET,1.0,True,Red Bull Racing,0 days 02:29:25.952000,2023-08-27 14:30:26.326,265,1.0,False,,False,False,13,Dutch Grand Prix
0 days 03:15:36.571000,VER,1,,65.0,7.0,0 days 03:13:14.195000,,,0 days 00:00:49.067000,0 days 00:00:40.051000,,0 days 03:14:58.678000,0 days 03:15:38.817000,134.0,147.0,186.0,,False,INTERMEDIATE,5.0,False,Red Bull Racing,0 days 03:12:59.758000,2023-08-27 15:14:00.132,14,1.0,False,,False,False,13,Dutch Grand Prix
