LapNumber,TyreLife,FreshTyre,Position,Stint,race_round,SpeedFL,LapTime_seconds,has_safety_car,has_vsc,has_yellow,Compound_encoded,Driver_encoded,RaceName_encoded
14.0,1.0,True,3.0,2.0,12,211.0,125.902,0,0,0,2,8,5
29.0,1.0,True,3.0,3.0,12,216.0,123.881,0,0,0,1,8,5
13.0,1.0,True,4.0,2.0,12,214.0,125.716,0,0,0,2,5,5
28.0,1.0,True,5.0,3.0,12,218.0,123.721,0,0,0,1,5,5
43.0,1.0,True,4.0,4.0,12,223.0,129.564,0,0,0,2,5,5
11.0,1.0,True,9.0,2.0,12,206.0,128.573,0,0,0,2,1,5
30.0,1.0,True,5.0,3.0,12,213.0,126.152,0,0,0,1,1,5
23.0,1.0,True,15.0,2.0,12,213.0,128.989,0,0,0,1,15,5
6.0,1.0,True,17.0,2.0,12,200.0,129.109,0,0,0,3,10,5
18.0,1.0,True,19.0,3.0,12,211.0,126.244,0,0,0,1,10,5
7.0,1.0,True,17.0,2.0,12,213.0,126.224,0,0,0,2,11,5
26.0,1.0,True,12.0,3.0,12,216.0,125.354,0,0,0,1,11,5
21.0,1.0,True,18.0,2.0,12,213.0,133.65,0,0,0,1,18,5
10.0,1.0,True,11.0,2.0,12,214.0,126.819,0,0,0,2,19,5
25.0,1.0,True,11.0,3.0,12,210.0,126.716,0,0,0,1,19,5
24.0,1.0,True,17.0,2.0,12,218.0,129.405,0,0,0,2,4,5
7.0,1.0,True,19.0,2.0,12,214.0,126.796,0,0,0,2,2,5
25.0,1.0,True,15.0,3.0,12,215.0,124.853,0,0,0,2,2,5
8.0,1.0,True,19.0,2.0,12,213.0,127.212,0,0,0,2,21,5
26.0,1.0,True,18.0,3.0,12,214.0,126.229,0,0,0,1,21,5
8.0,1.0,True,13.0,2.0,12,215.0,127.31,0,0,0,2,0,5
24.0,1.0,True,15.0,3.0,12,217.0,126.441,0,0,0,2,0,5
34.0,1.0,True,18.0,4.0,12,218.0,125.488,0,0,0,1,0,5
6.0,1.0,True,18.0,2.0,12,214.0,126.556,0,0,0,2,9,5
26.0,1.0,True,14.0,3.0,12,215.0,125.615,0,0,0,2,9,5
6.0,1.0,True,19.0,2.0,12,211.0,127.338,0,0,0,2,14,5
23.0,1.0,True,18.0,3.0,12,213.0,129.835,0,0,0,2,14,5
